station,model_a,model_b,DM,p
Bhola,SARIMA+ANN,SARIMA+SVR,3.552633493626452,0.0005170749301593424
Bhola,SARIMA+ANN,SARIMA+XGB,2.2992454799681177,0.02293936470675573
Bhola,SARIMA+ANN,SARIMA+LSTM,2.3234807421553274,0.0215628983461878
Bhola,SARIMA+SVR,SNAIVE,-3.2848399447840113,0.001283309179983198
Bhola,SARIMA+SVR,SVR,-3.025776183146899,0.0029415567185187112
Bhola,SARIMA+SVR,XGB,-2.3500805830511102,0.0201362615626369
Bhola,SARIMA+SVR,SARIMA+XGB,-5.67180888299739,7.556956067204457e-08
Bhola,SARIMA+XGB,SNAIVE,-2.6586296225072066,0.008740046423477352
Bhola,SARIMA+XGB,SVR,-1.8939747832557976,0.06024790622121101
Bhola,SARIMA+XGB,XGB,-1.925815123439584,0.056111887924116706
Bhola,SARIMA+LSTM,SNAIVE,-2.979501672347748,0.0033934142843846807
Bhola,SARIMA+LSTM,SVR,-2.2303308093214,0.02728329964499576
Bhola,SARIMA+LSTM,XGB,-2.0322797332334743,0.04397651880912706
Bhola,SARIMA+LSTM,SARIMA+SVR,1.732256947277344,0.08538400225431789
Bhola,SARIMA+LSTM,SARIMA+XGB,-1.2356277617951807,0.21862299482925318
Bogra,SNAIVE,SVR,4.697417789827267,6.122194226406823e-06
Bogra,SNAIVE,XGB,2.2351913422967074,0.026954947431770036
Bogra,SARIMA,SNAIVE,-5.247799791346391,5.446689786141432e-07
Bogra,SARIMA,SVR,-0.9656780318361918,0.3358356008741466
Bogra,SARIMA,XGB,-5.8582709973274705,3.082382455566435e-08
Bogra,SARIMA,SARIMA+ANN,-1.5566013115863635,0.12177558736929461
Bogra,SARIMA,SARIMA+SVR,0.23223270629466017,0.8166893008961124
Bogra,SARIMA,SARIMA+XGB,1.4649258629297455,0.1451362740960584
Bogra,SARIMA,SARIMA+LSTM,-1.0982033444436865,0.2739613598026122
Bogra,ANN,SNAIVE,-5.672727210630065,7.523961124640069e-08
Bogra,ANN,SARIMA,1.9180549776161506,0.05709724649842004
Bogra,ANN,SVR,1.046980087944934,0.29687519044844407
Bogra,ANN,XGB,-2.7865729378921,0.006050418446958881
Bogra,ANN,LSTM,-4.799951541717994,3.952194465002545e-06
Bogra,ANN,SARIMA+ANN,0.10263483676385568,0.9183965790528283
Bogra,ANN,SARIMA+SVR,2.234924823432894,0.026972862314622575
