date,station,origin,actual,SNAIVE,SARIMA,SVR,SARIMA+SVR,XGB,SARIMA+XGB,ANN,SARIMA+ANN
2019-03-01,Barisal,2017,31.91,33.16,32.823490319694756,32.67401202114129,32.822604032652784,32.3111,32.65266348227429,32.8452011731351,32.759165579825485
2019-04-01,Barisal,2017,33.79,33.56,33.89150805774511,33.94554192861305,33.87796354898237,33.118385,33.85915166142763,33.3351771933987,33.85720324554402
2019-05-01,Barisal,2017,34.89,32.87,33.87247391346903,33.87785589538463,34.04176454451153,33.367367,34.13410018686266,34.41056971796468,34.404379774393874
2019-06-01,Barisal,2017,34.04,33.25,32.95236228849561,32.95418739040337,32.98856474986242,32.57936,33.0227700218168,33.09200447782962,32.78471916267313
2019-07-01,Barisal,2017,32.32,31.89,32.040584775337116,32.09738923179958,32.05811974039465,32.01802,32.0191597907777,32.1994279084153,32.01780221576478
2019-08-01,Barisal,2017,32.71,32.41,32.230155819387605,32.05059732176905,32.21591311616351,31.643202,32.13997336599367,32.19730296985265,32.41761627588268
2019-09-01,Barisal,2017,32.31,33.55,32.59797102644665,32.649782331081404,32.714222971270914,32.202095,32.695034940388034,32.63196499531237,32.67477280024295
2019-10-01,Barisal,2017,32.17,31.66,32.18481244681609,32.18311940438444,32.252255318451546,31.80028,32.344320734722736,31.944614647019552,31.731231550221214
2019-11-01,Barisal,2017,30.29,30.33,30.299851497976587,30.474106287901815,30.370438092282836,30.295174,30.230490452019975,30.36173386783501,30.23567770207219
2019-12-01,Barisal,2017,25.83,26.05,26.96662311045638,27.10862379515936,26.992115329022138,26.607685,26.945507639778764,27.154641564928525,27.053785534024957
2020-01-01,Barisal,2017,24.82,27.05,25.609648176044562,25.9008792699779,25.665206879005652,25.602875,25.59126826240156,25.15945235805192,25.480242547845467
2020-02-01,Barisal,2017,27.9,28.88,28.9652304912345,28.93823275970433,28.973122119009794,28.939526,28.847252462281425,28.976681504949536,28.95769629788754
2020-03-01,Barisal,2017,32.57,31.91,32.41434697619082,32.188510580851315,32.482722206497684,31.782051,32.409076887168005,32.807208417846624,32.676566599812524
2020-04-01,Barisal,2017,33.67,33.79,33.968953694389,33.7667579637805,34.12728439240867,33.72486,34.03994989691748,34.4104708463068,34.108637432266974
2020-05-01,Barisal,2017,33.63,34.89,33.938404720328656,33.93182688002415,33.99468798500306,33.082993,34.020283695362416,34.66467341387855,33.880136089314284
2020-06-01,Barisal,2017,32.67,34.04,32.72954475235421,32.80001339955193,32.8224255130386,32.444313,32.880994045252386,32.83277797861588,32.611175873948596
2020-07-01,Barisal,2017,32.64,32.32,31.670142807569935,31.799010318930264,31.75445318013252,31.627335,31.621295244005157,31.67774269649122,31.59575517935514
2020-08-01,Barisal,2017,32.18,32.71,32.253130788294904,31.83577927430435,32.210223594420455,31.747074,32.220407242266766,31.892327944104817,31.871669530371225
2020-09-01,Barisal,2017,33.11,32.31,32.463903763434416,31.981911477976364,32.42038281740224,31.871105,32.477317624828345,32.35036279581202,32.26341414212488
2020-10-01,Barisal,2017,32.84,32.17,32.35932846567793,32.15783301850551,32.29814288964571,32.289566,32.38440542309745,32.62562797380837,32.046746693275
2020-11-01,Barisal,2017,30.59,30.29,30.515200409664587,30.470355040190313,30.448517853501382,30.200619,30.471309121324495,30.433509369584282,30.294594496659645
2020-12-01,Barisal,2017,26.69,25.83,27.034505596349828,27.07185697407401,26.991947825213423,26.42398,26.894955625722996,26.946940343528418,26.755469960440767
2021-01-01,Barisal,2020,26.61,24.82,25.796059386029235,25.25480943596103,25.682718865641704,25.813976,25.572043643488875,25.156490219400236,25.701743856209287
2021-02-01,Barisal,2020,29.59,27.9,29.412704368726693,28.75091674309941,29.46543101415906,28.850643,29.46522539262601,28.605389380921192,29.302091024787426
2021-03-01,Barisal,2020,34.05,32.57,32.952175541235576,32.77401556225738,32.98024108862624,32.951836,32.92398392633952,32.63251532964353,32.91435038800694
2021-04-01,Barisal,2020,35.41,33.67,34.446164737160025,34.427371030735685,34.42282204680876,33.355434,34.33673321705562,34.33049995586077,34.51981777375266
2021-05-01,Barisal,2020,34.79,33.63,34.47559540467268,34.23897123989549,34.589551578840535,33.902752,34.507766214478075,34.462409210600676,34.63459853653052
2021-06-01,Barisal,2020,31.94,32.67,33.15673723704538,32.98462880949699,33.246596585156695,32.692837,33.12785864322802,33.56481623100529,33.35429653722911
2021-07-01,Barisal,2020,32.56,32.64,31.66202102787288,31.982206605773882,31.819913270295668,31.666803,31.960669653485137,31.7496757607185,31.583674451896403
2021-08-01,Barisal,2020,32.54,32.18,32.23809773841305,32.11226591168005,32.35313265651005,31.980215,32.59224713960095,32.857638456119034,32.604457983446814
2021-09-01,Barisal,2020,32.77,33.11,32.602218507205855,32.29916846548205,32.7000934135478,32.25221,32.605785448917906,32.47394214593397,32.655559630768586
2021-10-01,Barisal,2020,33.42,32.84,32.331307311172935,32.25638692887425,32.25503257528293,32.271454,32.31965134162769,32.28350530279851,32.20312784612481
2021-11-01,Barisal,2020,30.53,30.59,30.655945548721636,30.427319077801677,30.62386121161603,30.25268,30.649448714152957,30.481933630030536,30.941172889782855
2021-12-01,Barisal,2020,26.78,26.69,27.02155080276203,27.158858552423766,27.101044950436716,26.775301,27.085432341570375,26.877031618755083,27.135863585779813
2022-01-01,Barisal,2020,25.33,26.61,25.88997779789154,26.34515090287465,25.98320371409286,25.684166,25.937308918710393,26.415438600769804,26.285865358748236
2022-02-01,Barisal,2020,27.91,29.59,29.136468874931133,29.48249303154731,29.265940593720867,29.4631,29.302109869837558,29.170254701149766,29.066350299071217
2022-03-01,Barisal,2020,33.52,34.05,32.566184822939086,32.25731643303542,32.69767594866303,32.58385,32.67361876787965,32.58101803419878,32.43804744924468
2022-04-01,Barisal,2020,33.88,35.41,34.29192643379257,33.4083153147596,34.36122224131292,33.204876,34.31741913733468,34.59865870778093,34.42505273880197
2022-05-01,Barisal,2020,33.69,34.79,34.09064313488393,33.98549171427347,34.085369037993054,32.95811,33.93319086449533,34.13738530522409,33.96676542685717
2022-06-01,Barisal,2020,33.1,31.94,32.7344071394401,32.73769050332658,32.78486636262574,31.921156,32.67986967923216,32.648622364734784,32.8316716509114
2022-07-01,Barisal,2020,33.18,32.56,31.937456765903004,32.238650028876506,32.034560950706535,31.87827,32.28260377956725,32.17376816189112,32.04825329879221
2022-08-01,Barisal,2020,32.91,32.54,32.46842195623913,32.14552983909758,32.553694997906206,32.111603,32.49478805036643,32.462832509283736,32.56241705303559
2022-09-01,Barisal,2020,32.85,32.77,32.76196312808942,32.46298803311579,32.790188094903776,32.006077,32.79317594596695,32.77408888208734,32.68057914645315
2022-10-01,Barisal,2020,32.41,33.42,32.46709628257699,32.423665474419074,32.50718950259083,32.22533,32.453116745164465,32.472977187726144,32.40893606562904
2022-11-01,Barisal,2020,30.91,30.53,30.430602867900312,30.570271388731953,30.5065338636174,30.443388,30.554645952581346,30.387005009609695,30.42210517008284
2022-12-01,Barisal,2020,27.94,26.78,27.062237660849046,27.02462278175533,27.009986006041252,26.795286,26.95155763950343,27.126070193795314,26.78941349910128
2023-01-01,Barisal,2020,26.33,25.33,26.159216303185474,25.984791805953655,26.144104702653486,26.177769,25.9665320103922,25.83996904327941,26.376335506591143
2023-02-01,Barisal,2020,29.94,27.91,29.378964754294376,28.656042924256354,29.436292035014343,28.460445,29.36350550549827,28.56049005176338,29.28778218371863
2023-03-01,Barisal,2020,32.53,33.52,33.20313849442239,32.60850944947361,33.25134362329813,32.864285,33.25881853469248,32.49553935907634,33.24974105533648
2023-04-01,Barisal,2020,35.42,33.88,34.16589814572683,33.99057666539269,34.23286668751666,33.5688,34.225518451622634,33.73976450126008,34.168369827064765
2023-05-01,Barisal,2020,34.61,33.69,34.427620635911,34.61987890093421,34.52680048796985,33.85339,34.446132471396695,34.52742048922652,34.82233974333397
2023-06-01,Barisal,2020,33.53,33.1,33.07377109996954,33.31111657440398,33.21715124511732,32.779636,33.128144241347705,33.680008573453684,33.11093565589529
2023-07-01,Barisal,2020,33.4,33.18,32.20482874380279,32.37941215116904,32.279102463337345,32.316402,32.32067592160631,32.51231745675841,32.204380489359714
2023-08-01,Barisal,2020,31.83,32.91,32.60434880657671,32.37095730278419,32.67120150182378,32.234425,32.69741397155998,32.822933475458974,33.03517331645045
2023-09-01,Barisal,2020,32.87,32.85,32.54296690170321,32.39009011944098,32.62964784809033,32.322605,32.498744051350684,32.27560544097912,32.52727333643399
2023-10-01,Barisal,2020,32.45,32.41,32.43104876076291,32.294930222948786,32.505052996257106,32.209553,32.57945294176648,32.35729276142585,32.86403280114748
2023-11-01,Barisal,2020,30.68,30.91,30.476920017231755,30.79324117278457,30.582143488174594,31.039972,30.6639375176323,30.794937038522665,30.357204881206446
2023-12-01,Barisal,2020,27.27,27.94,27.079692349888592,27.47682033195678,27.17371007465239,27.688679,27.34807027981451,27.01785628036412,27.007288511156627
2012-01-01,Bogra,2011,23.95,22.25,23.529443186685803,24.226150227142327,23.542506727342314,24.175034,23.560326014623406,23.641699117751212,23.270497159268423
2012-02-01,Bogra,2011,28.06,28.29,27.771091472443427,27.656702214955455,27.89438144672961,27.570889,27.732840266164626,27.239362799524983,27.800124198773396
2012-03-01,Bogra,2011,32.6,31.61,31.464748948403816,32.0944122323222,31.50215391252761,31.11388,31.426497742125015,32.49531107487923,31.474110986606906
2012-04-01,Bogra,2011,33.43,33.14,33.76043856109585,34.605653817668674,33.69909429560451,34.567574,33.72218735481705,34.42342400366622,33.64262861656403
2012-05-01,Bogra,2011,35.16,32.97,33.75479444721289,33.042856609525046,33.703152545140796,32.399437,33.75788751989178,33.38812062857332,33.40337293937919
2012-06-01,Bogra,2011,33.44,33.33,33.429658687340755,33.00855332154112,33.69217312332697,32.50893,33.415730423892576,33.69921721241169,34.07178600434336
2012-07-01,Bogra,2011,32.86,32.89,32.640701311938,32.45850970863682,32.83790675728185,32.318687,32.643794384616896,32.18730246251857,32.326014332796305
2012-08-01,Bogra,2011,33.27,32.09,32.76695472008542,32.61286061972479,32.99759481946481,32.465866,32.753026456637244,33.259892641509396,33.47311169998911
2012-09-01,Bogra,2011,33.02,32.88,32.860429595848416,32.7037580448589,33.02735040156092,32.407578,32.870297200670336,33.419677414634016,32.911425443639686
2012-10-01,Bogra,2011,32.56,33.82,32.15193126639317,32.30702043204941,32.32022336149505,32.101234,32.13800300294499,32.34739229079244,32.08019423095672
2012-11-01,Bogra,2011,29.27,29.92,30.31355865188192,30.03927877923623,30.22521717626755,29.93417,30.29963038843374,29.84456128103309,30.180819577092155
2012-12-01,Bogra,2011,23.06,24.44,26.08770971761539,25.333073622408396,26.06439417167951,25.996998,26.07378145416721,25.267064764289383,25.745273739829027
2013-01-01,Bogra,2011,23.65,23.95,23.057833133525072,24.56377257703839,23.1692699357399,24.428804,23.01958192724627,24.26571869250847,23.3236359541218
2013-02-01,Bogra,2011,28.57,28.06,27.85643748943855,28.46349986014416,28.104675205080177,27.716661,27.81818628315975,27.798768238516967,28.151710828598144
2013-03-01,Bogra,2011,32.88,32.6,31.859552501041613,32.00011711188968,31.867811258527702,30.637945,31.82130129476281,33.12816223469232,31.50903649905731
2013-04-01,Bogra,2011,34.47,33.43,33.860638290437926,34.07427210282246,33.963940764896336,33.964684,33.814760561826695,35.16555503203456,33.61762272315093
2013-05-01,Bogra,2011,32.01,35.16,34.07990632195463,32.811135848707615,34.00427952628791,32.50174,34.082999394633525,33.92314526536202,34.12875286356526
2013-06-01,Bogra,2011,34.48,33.44,32.68501404211688,32.59396325757069,32.9285426951029,32.467014,32.671085778668704,33.309297506001506,33.07010610382588
2013-07-01,Bogra,2011,33.33,32.86,33.026983234785725,32.632927968834,33.26685413363211,32.55038,33.013054971337546,32.902102661338226,33.53636590069935
2013-08-01,Bogra,2011,32.28,33.27,32.92675756610347,32.591171514645325,32.990670312746005,32.54193,32.92985063878236,33.846010946500144,32.91634071901495
2013-09-01,Bogra,2011,33.64,33.02,32.646375386044646,32.34535395015059,32.829493056914245,32.27694,32.63244712259647,33.292313904053465,32.56775528649867
2013-10-01,Bogra,2011,31.4,32.56,32.44328201703323,31.814718377162006,32.43568551498729,31.555904,32.429353753585055,32.496970110321676,32.362494425046386
2013-11-01,Bogra,2011,30.73,29.27,30.028007429330252,29.480595919921942,30.126442993993706,29.93421,30.08702428290119,29.000024513475967,30.161780432261885
2013-12-01,Bogra,2011,25.96,23.06,26.315553595945037,25.945001512288613,26.365694439890117,27.192354,26.301625332496858,25.40459003002896,26.695752027467876
2014-01-01,Bogra,2011,23.13,23.65,23.611482286375566,23.95181329201404,23.606353640178867,24.709053,23.61457535905446,24.46482272377789,23.30727519300219
2014-02-01,Bogra,2011,25.81,28.57,27.854489898286477,28.111279940805257,28.035041577868824,27.788551,27.816238692007676,27.40091116291473,27.73627483029838
2014-03-01,Bogra,2011,31.45,32.88,31.23079898510676,31.040708045633966,31.38495317128838,31.317423,31.192547778827958,32.05309582483013,31.311780088649584
2014-04-01,Bogra,2011,35.51,34.47,33.48324881027379,33.68874901736587,33.589695047166735,34.099247,33.44499760399499,33.8728020653988,33.615373064541856
2014-05-01,Bogra,2011,35.13,32.01,34.22062006938328,33.464794788327325,34.16976937237626,33.37473,34.10611038255562,34.68156282147717,34.0685687688382
2014-06-01,Bogra,2011,33.13,34.48,33.553031377825484,32.490598054491436,33.62542553007149,32.714798,33.55612445050438,33.37361193087164,33.55974576388123
2014-07-01,Bogra,2011,33.15,33.33,32.7362088046995,32.379376614361675,32.71256021223051,32.151814,32.739301877378395,32.68091164228746,32.71206503461564
2014-08-01,Bogra,2011,32.84,32.28,32.798652485982146,32.63024578508418,33.048585499337996,32.38418,32.78472422253397,32.88976876404182,33.22841517607275
2014-09-01,Bogra,2011,32.37,33.64,32.8572595710102,32.463285080958926,33.15679110021603,32.3073,32.84333130756202,32.664603816228755,33.04015838295944
2014-10-01,Bogra,2011,32.77,31.4,32.30183654776874,32.080349805366026,32.42398035341802,31.993435,32.28790828432056,32.66831891652403,32.38682084172559
2014-11-01,Bogra,2011,30.88,30.73,30.282096161242904,30.610708374045224,30.274071374336206,30.155464,30.268167897794726,31.230636257374634,30.102459162773606
2014-12-01,Bogra,2011,25.03,25.96,26.07821612316147,26.78012055145703,26.069690511587172,27.294128,26.064287859713293,26.58879797676157,26.271824233145676
2015-01-01,Bogra,2014,24.16,23.13,23.489044531395486,23.683922420016025,23.494382161075496,24.065708,23.458900372644713,23.675451842313276,23.728097396026975
2015-02-01,Bogra,2014,27.85,25.81,28.096937509796625,27.009543714171677,28.120256487798123,26.937809,28.07714996354938,26.09034659929841,28.04977512243726
2015-03-01,Bogra,2014,31.26,31.45,31.913957454983503,32.005707206667275,32.11005249802379,31.163525,31.878668010954172,32.36200270050674,31.834588231487256
2015-04-01,Bogra,2014,31.89,35.51,33.51972940804524,34.00962233798168,33.7072095780431,34.3449,33.484439964015905,34.91752329893504,33.40042090433931
2015-05-01,Bogra,2014,33.65,35.13,33.520314648235235,32.82943283527955,33.574748675464456,32.999268,33.485025204205904,33.03096482520584,33.17664084920902
2015-06-01,Bogra,2014,33.22,33.13,33.26680991009235,33.255394200465666,33.52759076787699,32.772263,33.276600739475185,33.84332984017186,33.29600035508387
2015-07-01,Bogra,2014,32.89,33.15,32.828254395573836,32.377047303195695,32.9263893025568,32.325233,32.83804522495667,32.20612569794205,32.89787378346635
2015-08-01,Bogra,2014,32.56,32.84,32.791712996331356,32.603242610092586,32.86835404103849,32.774334,32.80150382571419,32.467750953544446,32.69347139256317
2015-09-01,Bogra,2014,33.47,32.37,32.85869335539424,32.80199966784956,33.00412164114438,32.31154,32.868484184777074,32.94688585862448,33.006140056374605
2015-10-01,Bogra,2014,33.38,32.77,32.58423040636231,32.5947675649933,32.75007209954667,32.33164,32.594021235745146,32.40034991917766,32.668915334502834
2015-11-01,Bogra,2014,31.2,30.88,30.357616277996332,30.546471602897338,30.421905461574163,30.230509,30.36740710737917,30.198931138263635,30.322311077827177
2015-12-01,Bogra,2014,25.71,25.03,25.74534818297796,26.527952199059584,25.8448667255663,26.686092,25.755139012360797,27.494765204610648,25.595925708808814
2016-01-01,Bogra,2014,24.43,24.16,23.729662848659498,23.634058071378703,23.705993724007,24.410715,23.709875302412254,24.198431930309088,23.642741015459546
2016-02-01,Bogra,2014,29.07,27.85,28.152115622261288,27.256399776012707,28.077726280302304,27.831133,28.132328076014044,25.839464926822448,28.12198396417727
2016-03-01,Bogra,2014,32.51,31.26,32.277319499900095,32.211482911699186,32.14362876382794,31.631664,32.242030055870764,31.516154015152935,32.203415920967174
2016-04-01,Bogra,2014,35.57,31.89,33.904324279416045,34.54749305505474,33.81373848051618,34.505127,33.869034835386714,33.723968006209354,33.85592472253893
2016-05-01,Bogra,2014,33.23,33.65,34.1702894246304,33.45628311840975,34.05944167329394,32.87298,34.134999980601066,33.73680944777843,34.325716433971245
2016-06-01,Bogra,2014,33.82,33.22,33.34567367891002,33.05654742799973,33.45833195213076,33.056667,33.355464508292854,33.30768963764596,33.43124320249847
2016-07-01,Bogra,2014,32.31,32.89,33.01717514383064,33.131482542075176,33.167938128637694,32.42787,33.02696597321348,32.48243511150532,33.1682208803087
2016-08-01,Bogra,2014,33.74,32.56,32.58850431220623,32.32987947754531,32.76445434875116,32.756184,32.59829514158907,32.85669194139305,32.523542986501376
2016-09-01,Bogra,2014,32.87,33.47,33.24032524676896,32.78453305411237,33.514021122328465,32.832817,33.2501160761518,33.28924765413713,33.45218951145173
2016-10-01,Bogra,2014,33.02,33.38,32.35796629119578,32.70226368884463,32.47863415950722,32.219784,32.34506607655349,32.1652482879123,32.25435420729205
2016-11-01,Bogra,2014,30.88,31.2,30.43577161432598,30.216438200898686,30.60799342240637,30.505302,30.445562443708816,29.619288868806233,30.652814801543713
2016-12-01,Bogra,2014,27.65,25.71,25.69393562485954,26.23460819213185,25.78476639001089,26.6803,25.70372645424238,26.24028375852629,25.741236864279966
2017-01-01,Bogra,2014,25.88,24.43,24.15859830492257,24.597354776991462,24.353640797210122,24.646242,24.128454146171798,24.277126083506595,24.23012209947405
2017-02-01,Bogra,2014,28.71,29.07,28.282771226332443,27.447167455020566,28.312938449721145,27.82684,28.2629836800852,27.47819925918106,28.3521376570457
2017-03-01,Bogra,2014,29.15,32.51,32.176100260800105,32.25427637622832,32.26233933072059,31.71765,32.140810816770774,31.25884847440321,32.41658013079498
2017-04-01,Bogra,2014,32.05,35.57,33.34515283118143,32.733629344805166,33.46517372917027,32.5665,33.354446635126614,33.00420296781272,33.25424683707784
2017-05-01,Bogra,2014,33.59,33.23,33.46087041722146,33.51742434170366,33.660920073083986,33.02591,33.425580973192126,33.13662388683612,33.667547707044896
2017-06-01,Bogra,2014,33.15,33.82,33.37112749613866,32.969192649277865,33.47995179784419,32.81187,33.378307539634854,33.56025771943236,33.32926065410128
2017-07-01,Bogra,2014,31.86,32.31,32.88305154300412,32.379633122129064,33.00186819513423,32.597137,32.870151328361835,32.06001134011842,33.03121525032801
2017-08-01,Bogra,2014,32.92,33.74,32.535156789177584,32.19637858980665,32.617998375339425,32.691967,32.54494761856042,31.9395359197488,32.34920233412596
2017-09-01,Bogra,2014,33.32,32.87,32.99078458667153,32.48351157955617,33.18366514868569,32.410446,33.00057541605437,32.318262534038645,33.81463026707103
2017-10-01,Bogra,2014,31.75,33.02,32.590332595879865,32.762485074977256,32.854303686770876,32.26133,32.597512639376056,31.469495323840185,33.137370021468406
2017-11-01,Bogra,2014,30.23,30.88,30.252457560153438,30.236577957641476,30.496388613045188,31.00662,30.18818359181447,29.63637553348333,30.443419280767777
2017-12-01,Bogra,2014,26.8,27.65,25.542114401848615,26.833049703440437,25.791219867388325,26.6982,25.55190523123145,27.93786895315932,25.461941711759547
2018-01-01,Bogra,2017,22.0,25.88,24.139540190214177,24.839734060520907,24.190473579675878,24.770977,24.093078920954724,24.98366477687763,23.809861868330245
2018-02-01,Bogra,2017,28.31,28.71,27.43911775140019,27.069111097901832,27.596751227524518,28.225248,27.485612030456977,27.187775525006625,27.130840305423263
2018-03-01,Bogra,2017,32.12,29.15,31.940295301420516,31.66376299710092,31.899640970765294,30.203821,31.944765379229462,30.97422422530796,31.565416210618555
2018-04-01,Bogra,2017,31.81,32.05,33.84675995829386,33.98470815236513,33.79083128998481,33.46598,33.71654343428892,33.94226485378145,33.869507565085044
2018-05-01,Bogra,2017,31.57,33.59,33.380752788125925,32.65732507186259,33.55174746338957,32.765663,33.39233838507479,32.99770911684579,33.85942949159683
2018-06-01,Bogra,2017,33.39,33.15,32.872445318781494,33.019120305342874,32.97971679961598,33.00741,32.86066346608913,32.3858100785351,32.45970459808786
2018-07-01,Bogra,2017,32.92,31.86,32.875826879207814,32.24953672873004,33.0430235029554,32.276833,32.90265760457965,32.61749930793791,33.38419480963964
2018-08-01,Bogra,2017,33.31,32.92,32.837856685486955,32.82056632668479,32.939932648108325,32.6286,32.82647066351525,32.882339267133034,33.20181964076402
2018-09-01,Bogra,2017,33.64,33.32,33.13289290689448,32.15468648130561,33.046031991622975,32.30824,33.12150688492278,32.48123580992976,32.57370132284733
2018-10-01,Bogra,2017,31.66,31.75,32.74340109516342,32.85494265986197,32.98095103203419,31.907967,32.75895971235295,32.94384821808798,33.0575667153074
2018-11-01,Bogra,2017,30.43,30.23,30.30074384468038,30.270261971853795,30.534568660820092,30.729616,30.319587959296893,30.001827515612675,31.47226994218053
2018-12-01,Bogra,2017,26.45,26.8,25.780806648660878,26.476966594587083,25.93827787514482,25.880024,25.796365265850405,26.530824696780016,25.37600359430839
2019-01-01,Bogra,2017,26.68,22.0,24.137163265075962,24.17784170217973,24.224164945135364,23.716059,24.106724661242644,24.041632234796865,24.30917673603739
2019-02-01,Bogra,2017,27.74,28.31,28.719358719720827,28.583960497541426,28.75802532692445,28.208853,28.68892011588751,27.665445673239297,29.066043029871278
2019-03-01,Bogra,2017,31.12,32.12,31.725128416620947,31.342901822274605,31.74916500352754,31.298397,31.729598494429894,31.017219521011672,31.634935373967192
2019-04-01,Bogra,2017,32.51,31.81,33.674505652431705,33.708698047174074,33.64246410985228,33.096054,33.624445097092845,32.53096805339318,33.40850350021192
2019-05-01,Bogra,2017,33.78,31.57,33.424225972100515,33.21022445872308,33.56836633291077,32.956097,33.43581156904938,33.60231705529741,34.05920332191266
2019-06-01,Bogra,2017,33.64,33.39,33.47418469017065,33.07619299545409,33.62340646465824,32.99137,33.48974330736018,32.97321399903125,33.700704569751
2019-07-01,Bogra,2017,32.71,32.92,32.842052972612095,32.47756838523992,32.870326835326615,32.71487,32.83027111991973,32.56290264046357,32.61538271539183
2019-08-01,Bogra,2017,33.9,33.31,32.92519509210248,32.815209798644545,33.0879364721851,32.631245,32.913809070130775,32.60250716128835,32.90176621983376
2019-09-01,Bogra,2017,32.39,33.64,33.277097117447425,33.069115731838224,33.41363254089616,32.456463,33.26571109547572,32.79383053307686,33.63191212261166
2019-10-01,Bogra,2017,31.44,31.66,32.42937763181003,32.32301995127446,32.61137863067473,31.996677,32.444936248999554,31.655476294215,32.21728143204461
2019-11-01,Bogra,2017,30.74,30.43,30.281774714215146,29.79761587381481,30.587082684864658,30.49522,30.324391733481036,29.75648274285558,30.772186776290404
2019-12-01,Bogra,2017,24.84,26.45,26.099304057687487,26.386831219929306,26.34402970801821,26.34077,26.087918035715784,26.455454920244495,26.31513881121186
2020-01-01,Bogra,2017,23.57,26.68,23.85806423649357,24.216605365689478,24.002607073208836,25.168678,23.862534314302515,24.3585256951818,23.786017446653275
2020-02-01,Bogra,2017,26.78,27.74,28.004391930361678,27.67047589601472,27.99676316493338,27.129276,27.934515497942854,27.194057241535855,27.597214160094314
2020-03-01,Bogra,2017,30.73,31.12,31.233198014203293,31.16010136913534,31.269042993159985,30.979683,31.102981490198356,31.017989980539273,30.551295155659023
2020-04-01,Bogra,2017,32.24,32.51,33.359722522054234,33.521645390266485,33.50217159807754,32.882725,33.2295059980493,33.93378354823051,33.499309962561355
2020-05-01,Bogra,2017,32.09,33.78,33.32961593642723,32.986800585071165,33.48516792112615,33.980827,33.34120153337609,33.58498835561844,33.633768240572884
2020-06-01,Bogra,2017,33.38,33.64,33.0740792226501,33.00900364317677,33.346370495546424,33.085453,33.089637839839625,32.94974045648696,33.11114246069335
2020-07-01,Bogra,2017,32.42,32.71,32.71135230225738,32.20460515703985,32.93319889811236,32.34464,32.73818302762922,32.559918460553604,33.13168199044499
2020-08-01,Bogra,2017,33.65,33.9,32.92390683251634,32.52752973459819,33.02005161154762,32.383854,32.94275094713285,32.385619368865015,32.86312348486781
2020-09-01,Bogra,2017,32.68,32.39,33.25642028814606,32.678154313673474,33.313987730551275,32.358635,33.27197890533559,32.830678032975655,32.754605909306264
2020-10-01,Bogra,2017,33.01,31.44,32.3531206801237,32.70101835928215,32.471664344280626,31.947983,32.371964794740215,32.42468646615121,32.163553572756875
2020-11-01,Bogra,2017,30.57,30.74,30.676719122701364,30.679484517017915,30.829960853542854,30.638245,30.66533310072966,30.8495498143908,30.905112264064353
2020-12-01,Bogra,2017,24.87,24.84,26.13742497500045,26.150147778386653,26.21008230820791,25.415974,26.126038953028747,26.579836681957293,25.46389196051766
2021-01-01,Bogra,2020,23.79,23.57,23.778213705725136,23.928319617730686,23.88803504588689,24.274473,23.79853408024377,23.46048883715754,23.61168260354825
2021-02-01,Bogra,2020,29.1,26.78,28.017064944708018,26.977395088080712,27.93276904996954,26.658154,28.03738531922665,27.08487498094602,27.44453542270712
2021-03-01,Bogra,2020,32.74,30.73,31.801401433337823,32.19232387347803,31.62855193914724,31.389189,31.8311584524702,31.899342262517816,31.30822333491108
2021-04-01,Bogra,2020,34.96,32.24,33.57958517505995,34.02098501420091,33.45563752963347,34.30068,33.62029715164772,34.088976573138815,33.51731722655763
2021-05-01,Bogra,2020,33.32,32.09,33.81704599312262,33.3270827202114,33.6356994036045,33.04234,33.85775796971039,33.428088348983565,33.590955735494454
2021-06-01,Bogra,2020,32.72,33.38,33.41438504790485,33.31097950649277,33.585173271534465,32.995758,33.46007755508244,33.651682214359205,33.32541336870131
2021-07-01,Bogra,2020,33.13,32.42,32.5515158995072,32.53257984498892,32.8128364072123,32.714523,32.54414293673063,32.44137745435727,33.02229449098955
2021-08-01,Bogra,2020,32.99,33.65,33.17542376076552,32.97356076858454,33.384158530833986,32.919857,33.22004246419045,33.439866240535615,33.50528717078251
2021-09-01,Bogra,2020,33.7,32.68,33.05560382047178,32.75778388546794,33.213001798984976,32.574722,33.10432068595173,32.95743211344438,32.99310288852263
2021-10-01,Bogra,2020,33.27,33.01,32.46794336111717,32.37816126145376,32.523763956037385,32.28554,32.4605703983406,32.50331333813687,32.42347487566847
2021-11-01,Bogra,2020,30.07,30.57,30.754601522286976,30.029877091303526,30.68902026661893,30.522242,30.80331838776692,30.224088111193883,30.486857595909573
2021-12-01,Bogra,2020,26.75,24.87,25.9299490565884,25.736864751286646,26.038744997296813,25.355259,26.038842704378354,25.549815172669334,25.940396791105446
2022-01-01,Bogra,2020,23.47,23.79,24.421198345965152,24.441402912317166,24.5937036873726,23.981754,24.465817049390083,24.684846852184084,24.520142840946974
2022-02-01,Bogra,2020,25.51,29.1,27.828717915222622,27.73447861269783,27.972866424882934,27.921711,27.874410422400214,27.460987861234194,27.51687036275204
2022-03-01,Bogra,2020,33.3,32.74,30.913769031779708,30.98898815778891,31.005737058984103,31.299868,30.984187002198638,31.25550859715452,30.480806417149065
2022-04-01,Bogra,2020,33.45,34.96,33.65044738725419,34.45870668243097,33.732808806114754,34.802197,33.632520232355546,35.042765778036994,32.97994504133829
2022-05-01,Bogra,2020,32.85,33.32,33.43125396118381,32.91237160485294,33.36018352171834,34.23126,33.508484556236056,33.71273214186376,33.27157610414063
