date,station,origin,actual,SNAIVE,SARIMA,SVR,SARIMA+SVR,XGB,SARIMA+XGB,ANN,SARIMA+ANN
2013-12-01,Dhaka,2011,26.25,23.96,26.346329181686453,26.435234212862913,26.412030139531904,26.758465,26.37099185515981,25.92597143236489,26.70008961250803
2014-01-01,Dhaka,2011,24.29,24.23,24.826647986733683,25.209851825433773,24.80135975909022,24.861856,24.791730326676138,25.216330412208613,24.66285478544489
2014-02-01,Dhaka,2011,27.17,28.91,28.493307795382695,28.939598512958955,28.524655458186476,28.604633,28.643731754280285,28.03055644593111,28.359291761237554
2014-03-01,Dhaka,2011,32.4,33.39,32.22237562232605,32.127749152407816,32.199140360849164,32.228912,32.299923567408236,32.47830301171862,32.39189072512865
2014-04-01,Dhaka,2011,36.44,34.22,33.88578157386189,33.36078868283631,33.78286046791712,34.080975,33.925340781718546,33.860507341397856,33.9381651417746
2014-05-01,Dhaka,2011,35.18,31.73,34.3757244769427,34.43461976547069,34.36289000318208,33.245354,34.334774186083955,34.86061987510701,35.1614562107505
2014-06-01,Dhaka,2011,33.23,33.7,33.62414199597116,32.84388289650272,33.446558997972474,32.9063,33.54834522045131,33.363858451383635,34.01530091691219
2014-07-01,Dhaka,2011,32.87,32.68,32.54656586009956,32.080295392631434,32.501667171261104,31.855537,32.659189238734015,32.19276990094764,32.68257987445141
2014-08-01,Dhaka,2011,32.16,32.04,32.652925510670464,32.5548055524754,32.74992008164402,32.05199,32.76933644410543,32.43649424197997,32.8192584552834
2014-09-01,Dhaka,2011,32.86,32.63,32.4670372256055,32.400166196016535,32.648556598624246,32.049076,32.37277385080005,32.13891979213419,32.35773285833303
2014-10-01,Dhaka,2011,32.2,31.51,32.17577521415347,32.22290329161771,32.12218296574535,31.990608,32.176073219682216,32.165877540760576,32.31773103117385
2014-11-01,Dhaka,2011,30.22,30.18,29.966337626974386,30.422105776924578,29.863297687716074,30.219015,30.010476162831587,30.65458995753503,29.764667102686097
2014-12-01,Dhaka,2011,24.52,26.25,26.450242098009895,26.670832005106153,26.410781268527963,26.89545,26.393133032656024,26.50713059948941,26.442692534872794
2015-01-01,Dhaka,2014,24.77,24.29,24.197627855091785,24.302145949415628,24.212872286505274,24.602955,24.255299558490012,24.138908739327853,24.550961715165116
2015-02-01,Dhaka,2014,28.42,27.17,28.40571635702762,28.67528291762912,28.599718894206777,28.225,28.418004265261324,28.127896325199004,28.70193569162706
2015-03-01,Dhaka,2014,32.11,32.4,32.672032027234785,32.725107348653445,32.863221181997,32.123886,32.69572813502466,34.08938394861074,33.0772064725091
2015-04-01,Dhaka,2014,32.82,36.44,34.175280947894564,33.64368872696598,34.12836521944044,33.60198,34.15030487319898,35.019125012863064,34.187753959725256
2015-05-01,Dhaka,2014,34.07,35.18,33.28921152434086,33.24508640181659,33.30727467844187,33.418564,33.33651926896309,33.71016658870164,33.14805135243098
2015-06-01,Dhaka,2014,32.75,33.23,32.869918933519386,32.88125822687632,33.09555015813163,33.052418,32.88702281043794,33.433581579133765,33.00213349542353
2015-07-01,Dhaka,2014,31.73,32.87,32.18886445953218,32.42467190325775,32.27633134874802,32.127266,32.18401849387852,31.757106878306516,32.28175137939743
2015-08-01,Dhaka,2014,32.62,32.16,32.09927504945523,31.952740932748153,32.04762941778662,32.160564,32.098646790422265,32.278614368038895,31.93606962284704
2015-09-01,Dhaka,2014,32.86,32.86,32.50564813944787,32.412338407685745,32.54225698453581,32.07568,32.52517610001654,32.90608377155995,32.37018197658278
2015-10-01,Dhaka,2014,32.39,32.2,32.174115192725715,32.11858890945895,32.23091808060723,32.10613,32.16620090196228,32.35237107258714,32.19486712843031
2015-11-01,Dhaka,2014,30.23,30.22,30.039401001866,29.924954578063968,29.911722792656757,30.475983,30.089565381045478,29.744807977030057,30.052427743165918
2015-12-01,Dhaka,2014,25.94,24.52,26.256286975278307,26.465171060255216,26.19743434818019,27.140585,26.231171023382593,26.228758659785093,25.996384755781104
2016-01-01,Dhaka,2014,24.87,24.77,24.73751770384769,24.41436554589578,24.770460057854166,25.017233,24.75712751463215,24.527377130080673,24.428020527120644
