station,model_a,model_b,DM,p
Comilla,SARIMA,SARIMA+LSTM,-0.8833394092583344,0.3785355391336376
Comilla,ANN,SNAIVE,-3.193568771327501,0.001728671704833759
Comilla,ANN,SARIMA,3.1716491889648966,0.0018551868271441262
Comilla,ANN,SVR,2.2907414229837357,0.023440325850054452
Comilla,ANN,XGB,-0.14068668127699135,0.8883154478631846
Comilla,ANN,LSTM,-0.17697202182154392,0.8597807746627995
Comilla,ANN,SARIMA+ANN,2.870484895075856,0.004721318129251123
Comilla,ANN,SARIMA+SVR,3.4676830146609694,0.0006937625186615706
Comilla,ANN,SARIMA+XGB,3.631759089544992,0.00039142735088379735
Comilla,ANN,SARIMA+LSTM,2.8438689983207057,0.0051107480620463915
Comilla,SVR,XGB,-2.9733913894070128,0.0034576349648727405
Comilla,LSTM,SNAIVE,-3.0619216300469225,0.0026279424733906104
Comilla,LSTM,SARIMA,3.2280205139334086,0.001545923778915248
Comilla,LSTM,SVR,2.7861049748257427,0.006058702094029326
Comilla,LSTM,XGB,0.011534254808113533,0.9908132762727931
Comilla,LSTM,SARIMA+ANN,2.67196670839047,0.008416266238498843
Comilla,LSTM,SARIMA+SVR,3.4426516099946816,0.0007557865632243005
Comilla,LSTM,SARIMA+XGB,3.6374867678033773,0.0003835527681608097
Comilla,LSTM,SARIMA+LSTM,2.7591604997045316,0.0065534311178945545
Comilla,SARIMA+ANN,SNAIVE,-4.625607895506766,8.28725550189589e-06
Comilla,SARIMA+ANN,SVR,-0.7576138455119136,0.4499288228363986
Comilla,SARIMA+ANN,XGB,-2.7878427766659923,0.006027992317181755
Comilla,SARIMA+ANN,SARIMA+SVR,1.199507251473877,0.2323144505435123
Comilla,SARIMA+ANN,SARIMA+XGB,1.386073465153377,0.16788202842588004
Comilla,SARIMA+ANN,SARIMA+LSTM,-0.23137203503879453,0.8173565237020609
Comilla,SARIMA+SVR,SNAIVE,-5.205042170491288,6.612746451199373e-07
Comilla,SARIMA+SVR,SVR,-1.5392719751384216,0.12594778414318072
Comilla,SARIMA+SVR,XGB,-3.7214417657639727,0.0002839963082071593
Comilla,SARIMA+SVR,SARIMA+XGB,0.5497986721534446,0.5833151338499641
Comilla,SARIMA+XGB,SNAIVE,-5.205961521565675,6.585289504871142e-07
Comilla,SARIMA+XGB,SVR,-1.7267865656780326,0.08636544192369097
Comilla,SARIMA+XGB,XGB,-3.976770933533835,0.00011052228701329963
Comilla,SARIMA+LSTM,SNAIVE,-4.802651032885612,3.90659175920789e-06
Comilla,SARIMA+LSTM,SVR,-0.7210858274942176,0.47203394897492257
Comilla,SARIMA+LSTM,XGB,-3.1021983224177005,0.0023150387588742817
Comilla,SARIMA+LSTM,SARIMA+SVR,1.6457433428722947,0.10201281438599188
Comilla,SARIMA+LSTM,SARIMA+XGB,2.036539320992081,0.04354162795939569
Cox's Bazar,SNAIVE,SVR,4.489213344309033,1.4603663899331986e-05
Cox's Bazar,SNAIVE,XGB,2.7391138231089207,0.006945025546727117
Cox's Bazar,SARIMA,SNAIVE,-4.479096625859539,1.5223521518237852e-05
Cox's Bazar,SARIMA,SVR,-0.747738081597721,0.4558460294562854
Cox's Bazar,SARIMA,XGB,-3.350761024670639,0.0010309508857065323
Cox's Bazar,SARIMA,SARIMA+ANN,-0.0026372112795820563,0.9978994876987464
Cox's Bazar,SARIMA,SARIMA+SVR,-1.2739966146313675,0.20473127385737588
Cox's Bazar,SARIMA,SARIMA+XGB,-0.34154700433482926,0.733193200356827
Cox's Bazar,SARIMA,SARIMA+LSTM,-0.37664852081380845,0.7069931151064938
Cox's Bazar,ANN,SNAIVE,-3.5577249188553326,0.0005079625381193334
Cox's Bazar,ANN,SARIMA,1.7804568040685296,0.07712461875357733
Cox's Bazar,ANN,SVR,1.2616594577219307,0.20912545182027434
Cox's Bazar,ANN,XGB,-1.8683148897835147,0.06376424403567557
Cox's Bazar,ANN,LSTM,-1.7614440364487247,0.08030045629326338
Cox's Bazar,ANN,SARIMA+ANN,1.6118382862227643,0.10920206354093216
Cox's Bazar,ANN,SARIMA+SVR,1.4629572926144212,0.14567352943019
Cox's Bazar,ANN,SARIMA+XGB,1.6663464657216691,0.09783337892081422
Cox's Bazar,ANN,SARIMA+LSTM,1.7152596707826309,0.08846362565657755
Cox's Bazar,SVR,XGB,-3.3928757734954105,0.0008948870076859131
Cox's Bazar,LSTM,SNAIVE,-3.0165230940172467,0.003027210990335281
Cox's Bazar,LSTM,SARIMA,3.116176862607443,0.0022147614316023333
Cox's Bazar,LSTM,SVR,3.2063666308290815,0.001658560877020997
Cox's Bazar,LSTM,XGB,-0.3613431603752752,0.7183762475733387
Cox's Bazar,LSTM,SARIMA+ANN,2.9139394144773907,0.00414344941781036
Cox's Bazar,LSTM,SARIMA+SVR,2.7524178368061016,0.006682845383738091
Cox's Bazar,LSTM,SARIMA+XGB,2.9558494197802156,0.0036482674804688637
Cox's Bazar,LSTM,SARIMA+LSTM,3.151813334990084,0.001977031577314646
Cox's Bazar,SARIMA+ANN,SNAIVE,-4.4820049423342025,1.5042777767595312e-05
Cox's Bazar,SARIMA+ANN,SVR,-0.6568014791510183,0.5123641951321047
Cox's Bazar,SARIMA+ANN,XGB,-3.1951705603304514,0.001719748226446342
Cox's Bazar,SARIMA+ANN,SARIMA+SVR,-0.5868605758608145,0.5582227050292394
Cox's Bazar,SARIMA+ANN,SARIMA+XGB,-0.16234327518437944,0.8712647107194282
