date,station,model,forecast,lower95,upper95,sarima_forecast,sarima_lower95,sarima_upper95,observed,error,snaive
2025-03-01,Barisal,SARIMA,33.05885791749953,31.32756152532293,34.37675163818521,33.05885791749953,31.51031660499893,34.607399230000134,33.08,0.021142082500468007,32.53
2025-04-01,Barisal,SARIMA,34.39365487845826,32.66235848628166,35.71154859914394,34.39365487845826,32.84510419886873,35.94220555804778,33.79,-0.6036548784582578,35.42
2025-05-01,Barisal,SARIMA,34.26075867328563,32.52946228110903,35.57865239397131,34.26075867328563,32.71220553271585,35.80931181385541,34.26,-0.0007586732856310618,34.61
2025-06-01,Barisal,SARIMA,33.01368174823978,31.282385356063184,34.331575468925465,33.01368174823978,31.46512796140825,34.56223553507132,32.49,-0.5236817482397811,33.53
2025-07-01,Barisal,SARIMA,32.16687936696001,30.43558297478341,33.48477308764569,32.16687936696001,30.61832541157571,33.71543332234431,31.77,-0.396879366960011,33.4
2025-08-01,Barisal,SARIMA,32.274509590957166,30.543213198780567,33.59240331164284,32.274509590957166,30.72595559602153,33.823063585892804,32.28,0.005490409042835154,31.83
2025-09-01,Barisal,SARIMA,32.64709422065854,30.91579782848194,33.96498794134422,32.64709422065854,31.09854023334794,34.195648207969136,33.33,0.6829057793414606,32.87
2025-10-01,Barisal,SARIMA,32.45440985480517,30.72311346262857,33.77230357549085,32.45440985480517,30.90585593807092,34.00296377153942,33.01,0.5555901451948273,32.45
2025-11-01,Barisal,SARIMA,30.544746209968384,28.813449817791785,31.862639930654066,30.544746209968384,28.99619257277259,32.09329984716418,30.55,0.005253790031616745,30.68
2025-12-01,Barisal,SARIMA,27.13990594219045,25.40860955001385,28.457799662876127,27.13990594219045,25.591353371814435,28.688458512566463,26.22,-0.9199059421904501,27.27
2024-01-01,Bogra,SARIMA+XGB,24.06465848172469,21.76452332016928,26.247866194936584,24.258831817753745,22.17813379388575,26.33952984162174,21.39,-2.6746584817246877,24.13
2024-02-01,Bogra,SARIMA+XGB,28.27286941949879,25.97273425794338,30.45607713271068,27.96427704040562,25.825905788641265,30.10264829216997,27.21,-1.0628694194987887,28.55
2024-03-01,Bogra,SARIMA+XGB,31.90565149839275,29.60551633683734,34.08885921160464,31.81112251038902,29.66955585108586,33.95268916969218,30.55,-1.3556514983927492,31.4
2024-04-01,Bogra,SARIMA+XGB,33.68296118073608,31.38282601918067,35.86616889394797,33.49236848943378,31.350622374642438,35.634114604225125,37.04,3.35703881926392,35.33
2024-05-01,Bogra,SARIMA+XGB,33.628346220343914,31.328211058788504,35.81155393355581,33.33759765395483,31.19584145336385,35.479353854545806,34.3,0.6716537796560829,34.61
2024-06-01,Bogra,SARIMA+XGB,33.423254605387186,31.123119443831776,35.60646231859908,33.35017323866937,31.208416471210235,35.491930006128506,33.33,-0.09325460538718744,34.86
2024-07-01,Bogra,SARIMA+XGB,33.063210999159345,30.76307583760393,35.24641871237124,32.93299849846793,30.79124169914813,35.07475529778773,34.03,0.9667890008406559,34.15
2024-08-01,Bogra,SARIMA+XGB,33.02431416672465,30.72417900516924,35.20752187993654,33.27016613048312,31.1284093293726,35.41192293159364,32.72,-0.3043141667246516,33.1
2024-09-01,Bogra,SARIMA+XGB,33.114168907158536,30.81403374560313,35.29737662037043,33.12758066096948,30.98582385975836,35.269337462180594,33.7,0.5858310928414667,34.02
2024-10-01,Bogra,SARIMA+XGB,32.59600320791004,30.295868046354627,34.77921092112193,32.55808610056636,30.416329299350444,34.69984290178228,31.98,-0.6160032079100368,32.33
2024-11-01,Bogra,SARIMA+XGB,30.481089873064143,28.180954711508733,32.664297586276035,30.57962029968558,28.437863498484504,32.721377100886656,30.72,0.23891012693585623,31.22
2024-12-01,Bogra,SARIMA+XGB,25.992034313116317,23.691899151560904,28.17524202632821,26.074981075558902,23.933224274627545,28.21673787649026,26.52,0.5279656868836824,26.48
2025-01-01,Bogra,SARIMA+XGB,23.93972090740146,21.63958574584605,26.12292862061335,24.10206284482421,21.96005626576969,26.24406942387873,24.5,0.5602790925985417,24.13
2025-02-01,Bogra,SARIMA+XGB,27.600350266363435,25.300215104808025,29.783557979575328,27.816322838928517,25.67430222175877,29.958343456098252,28.62,1.019649733636566,28.55
2025-03-01,Bogra,SARIMA+XGB,31.668980214155425,29.36884505260001,33.85218792736732,31.89958146528076,29.75756005910538,34.04160287145614,32.32,0.651019785844575,31.4
2025-04-01,Bogra,SARIMA+XGB,33.427382939988,31.12724777843259,35.61059065319989,33.616930478745324,31.474909028224108,35.75895192926654,33.88,0.4526170600120025,35.33
2025-05-01,Bogra,SARIMA+XGB,33.212328181023814,30.912193019468404,35.39553589423571,33.396628916616656,31.254607463602994,35.53865036963032,33.53,0.3176718189761871,34.61
2025-06-01,Bogra,SARIMA+XGB,33.357028349634106,31.056893188078696,35.540236062846,33.40070027052968,31.25867881737593,35.54272172368343,33.86,0.5029716503658932,34.86
2025-07-01,Bogra,SARIMA+XGB,33.10527543118015,30.805140269624737,35.28848314439204,33.10947077674582,30.9674493235842,35.25149222990744,32.86,-0.24527543118014705,34.15
2025-08-01,Bogra,SARIMA+XGB,33.26096105469853,30.96082589314312,35.44416876791042,33.31323673470408,31.17121528154201,35.455258187866136,32.58,-0.6809610546985283,33.1
2025-09-01,Bogra,SARIMA+XGB,33.0943910850399,30.79425592348449,35.277598798251795,33.17677042616539,31.03474897300334,35.31879187932744,33.52,0.425608914960101,34.02
2025-10-01,Bogra,SARIMA+XGB,32.52376398889842,30.223628827343013,34.70697170211032,32.568001762763885,30.425980309602476,34.7100232159253,32.77,0.24623601110157978,32.33
2025-11-01,Bogra,SARIMA+XGB,30.53853760006976,28.23840243851435,32.72174531328165,30.66463139000487,28.522609936854856,32.806652843154886,30.1,-0.4385376000697576,31.22
2025-12-01,Bogra,SARIMA+XGB,25.993134084440136,23.69299892288473,28.17634179765203,26.161250192023186,24.019228739075952,28.30327164497041,24.84,-1.1531340844401363,26.48
2024-01-01,Comilla,SARIMA+SVR,25.63038275985749,23.250188800051703,27.37004642918057,25.67265714544299,24.04267310360745,27.302641187278528,23.05,-2.580382759857489,26.17
2024-02-01,Comilla,SARIMA+SVR,28.55952770693096,26.17933374712517,30.29919137625404,28.41023429568463,26.723049205905344,30.09741938546392,28.14,-0.4195277069309604,28.92
2024-03-01,Comilla,SARIMA+SVR,31.75041226498609,29.370218305180305,33.49007593430917,31.601376541410296,29.89630612622334,33.306446956597256,30.71,-1.040412264986088,31.43
2024-04-01,Comilla,SARIMA+SVR,33.23655502733874,30.856361067532955,34.97621869666182,33.16119019222214,31.45044035437612,34.87194003006817,34.54,1.3034449726612607,34.61
2024-05-01,Comilla,SARIMA+SVR,33.57206055244422,31.19186659263844,35.3117242217673,33.39060464636867,31.67804277383792,35.10316651889943,34.1,0.5279394475557808,34.15
2024-06-01,Comilla,SARIMA+SVR,32.42237505412089,30.042181094315108,34.16203872344397,32.461643336953124,30.74850246703941,34.17478420686684,32.66,0.2376249458791051,32.79
2024-07-01,Comilla,SARIMA+SVR,32.19538356124818,29.815189601442395,33.93504723057126,32.06729275919316,30.3539667967583,33.78061872162802,32.98,0.7846164387518186,33.39
2024-08-01,Comilla,SARIMA+SVR,32.4563222675861,30.07612830778032,34.19598593690918,32.3942911936184,30.680906057856475,34.107676329380325,30.78,-1.6763222675861016,31.56
2024-09-01,Comilla,SARIMA+SVR,32.85793856244156,30.477744602635777,34.59760223176464,32.73592917378225,31.022525137123512,34.449333210441,33.34,0.48206143755844266,33.5
2024-10-01,Comilla,SARIMA+SVR,32.330287504373906,29.950093544568123,34.069951173696985,32.21518147533083,30.50177145604629,33.92859149461537,32.61,0.279712495626093,32.31
2024-11-01,Comilla,SARIMA+SVR,30.28774492532173,27.907550965515945,32.02740859464481,30.22470735978559,28.51129561812262,31.93811910144856,31.19,0.9022550746782727,30.82
2024-12-01,Comilla,SARIMA+SVR,26.841395299611325,24.46120133980554,28.581058968934403,26.76007991742849,25.04666822104308,28.473491613813906,27.09,0.24860470038867533,27.19
2025-01-01,Comilla,SARIMA+SVR,25.60394643046796,23.223752470662173,27.34361009979104,25.51620567764428,23.79922144249583,27.23318991279272,25.72,0.11605356953203838,26.17
2025-02-01,Comilla,SARIMA+SVR,28.434077286996743,26.05388332719096,30.173740956319826,28.330716464845185,26.61347245820753,30.04796047148284,29.2,0.7659227130032562,28.92
2025-03-01,Comilla,SARIMA+SVR,31.697978703442335,29.317784743636555,33.43764237276542,31.565362106989117,29.8480350461082,33.282689167870025,32.18,0.4820212965576651,31.43
2025-04-01,Comilla,SARIMA+SVR,33.26420805070885,30.88401409090307,35.00387172003193,33.14977547223961,31.432421855478243,34.86712908900098,33.16,-0.10420805070885564,34.61
2025-05-01,Comilla,SARIMA+SVR,33.529786347812106,31.14959238800632,35.269450017135185,33.39310024144854,31.675738133670738,35.110462349226346,33.5,-0.029786347812105873,34.15
2025-06-01,Comilla,SARIMA+SVR,32.60229887343054,30.22210491362476,34.34196254275362,32.47200474956588,30.75463992740965,34.18936957172212,32.32,-0.28229887343054116,32.79
2025-07-01,Comilla,SARIMA+SVR,32.21058231111954,29.830388351313758,33.95024598044262,32.08210202831982,30.36473634022306,33.79946771641657,31.84,-0.3705823111195379,33.39
2025-08-01,Comilla,SARIMA+SVR,32.53609181792984,30.155897858124053,34.27575548725292,32.41161557671579,30.69424961794853,34.12898153548305,32.09,-0.4460918179298332,31.56
2025-09-01,Comilla,SARIMA+SVR,32.8607188832754,30.48052492346962,34.60038255259848,32.75467576963898,31.03730974376409,34.47204179551386,33.53,0.6692811167245978,33.5
2025-10-01,Comilla,SARIMA+SVR,32.3283442834318,29.948150323626013,34.06800795275488,32.234732284895706,30.517366298359804,33.95209827143161,33.59,1.2616557165682067,32.31
2025-11-01,Comilla,SARIMA+SVR,30.321822903387776,27.941628943581996,32.061486572710855,30.244712925282123,28.52734714146224,31.96207870910201,30.85,0.5281770966122252,30.82
2025-12-01,Comilla,SARIMA+SVR,26.856740389060924,24.47654642925514,28.596404058384003,26.78034263218184,25.06297750782067,28.497707756543008,26.94,0.08325961093907708,27.19
2024-01-01,Cox's Bazar,SARIMA+LSTM,28.02272672776004,26.104183627134116,29.3261076995124,28.0585531401517,26.72705645710644,29.390049823196964,26.24,-1.7827267277600427,28.25
2024-02-01,Cox's Bazar,SARIMA+LSTM,30.1101776870474,28.191634586421472,31.41355865879976,30.150752665153565,28.759553985796817,31.541951344510316,29.59,-0.5201776870474006,30.43
2024-03-01,Cox's Bazar,SARIMA+LSTM,32.50813747039305,30.589594369767124,33.81151844214541,32.55377777723895,31.150828031061558,33.95672752341635,32.22,-0.28813747039305326,33.05
2024-04-01,Cox's Bazar,SARIMA+LSTM,33.64009214471647,31.72154904409054,34.94347311646882,33.691526335260114,32.278061972413106,35.10499069810712,35.1,1.4599078552835323,34.83
2024-05-01,Cox's Bazar,SARIMA+LSTM,33.8026257419612,31.884082641335272,35.106006713713555,33.86441454929677,32.44153393512361,35.28729516346993,34.11,0.3073742580387986,33.41
2024-06-01,Cox's Bazar,SARIMA+LSTM,32.181524081806366,30.26298098118044,33.48490505355872,32.226063833480325,30.794744430955717,33.65738323600493,32.44,0.258475918193632,32.38
2024-07-01,Cox's Bazar,SARIMA+LSTM,31.43695212479002,29.518409024164093,32.74033309654238,31.48102903594448,30.04214209693699,32.91991597495196,30.85,-0.5869521247900202,32.34
2024-08-01,Cox's Bazar,SARIMA+LSTM,31.750837412768423,29.832294312142498,33.05421838452078,31.802077356894948,30.356400557995123,33.24775415579477,30.31,-1.440837412768424,31.0
2024-09-01,Cox's Bazar,SARIMA+LSTM,32.45093005975314,30.53238695912721,33.754311031505495,32.48235922542191,31.03058759290399,33.93413085793983,32.4,-0.05093005975314213,32.51
2024-10-01,Cox's Bazar,SARIMA+LSTM,32.942150990868456,31.023607890242527,34.24553196262082,32.97399927852349,31.51675467802123,34.43124387902576,33.09,0.14784900913154786,32.56
2024-11-01,Cox's Bazar,SARIMA+LSTM,31.58369912229997,29.665156021674044,32.88708009405233,31.607142718281587,30.14498213186542,33.069303304697755,32.1,0.5163008777000329,31.33
2024-12-01,Cox's Bazar,SARIMA+LSTM,28.959727889597584,27.041184788971652,30.26310886134994,28.980704922584437,27.5141450761322,30.447264769036664,29.55,0.5902721104024167,28.84
2025-01-01,Cox's Bazar,SARIMA+LSTM,28.0867055035742,26.168162402948276,29.39008647532656,28.106872303864296,26.639042997611863,29.57470161011673,28.23,0.14329449642579917,28.25
2025-02-01,Cox's Bazar,SARIMA+LSTM,30.17991932649072,28.26137622586479,31.48330029824308,30.19901541539803,28.72844069363404,31.66959013716202,31.13,0.9500806735092802,30.43
2025-03-01,Cox's Bazar,SARIMA+LSTM,32.59556291233769,30.67701981171176,33.898943884090045,32.61343331158872,31.14000206996683,34.08686455321061,32.61,0.014437087662308556,33.05
2025-04-01,Cox's Bazar,SARIMA+LSTM,33.76757350398072,31.849030403354792,35.070954475733075,33.784138630137726,32.308136849637805,35.260140410637646,33.37,-0.39757350398072333,34.83
2025-05-01,Cox's Bazar,SARIMA+LSTM,33.8613063219136,31.942763221287677,35.16468729366596,33.87653031007207,32.398215209066365,35.354845411077775,33.56,-0.3013063219136001,33.41
2025-06-01,Cox's Bazar,SARIMA+LSTM,32.255555415947164,30.337012315321235,33.55893638769952,32.269380411042164,30.78898345408087,33.74977736800346,31.21,-1.0455554159471632,32.38
2025-07-01,Cox's Bazar,SARIMA+LSTM,31.547658190979927,29.629115090354,32.851039162732285,31.560436820941185,30.07816640061439,33.042707241267976,30.36,-1.1876581909799278,32.34
2025-08-01,Cox's Bazar,SARIMA+LSTM,31.785675918735848,29.86713281810992,33.08905689048821,31.79748017516001,30.31352400602261,33.281436344297404,31.68,-0.10567591873584803,31.0
2025-09-01,Cox's Bazar,SARIMA+LSTM,32.50934878183206,30.59080568120613,33.81272975358442,32.52015065344334,31.03467791181225,34.00562339507443,32.75,0.24065121816794033,32.51
2025-10-01,Cox's Bazar,SARIMA+LSTM,32.97948442910376,31.060941328477835,34.282865400856124,32.98964282673488,31.502806065797085,34.47647958767268,33.45,0.4705155708962394,32.56
2025-11-01,Cox's Bazar,SARIMA+LSTM,31.62044597857093,29.70190287794501,32.92382695032329,31.629984201320436,30.141921067267383,33.11804733537348,31.43,-0.19044597857093137,31.33
2025-12-01,Cox's Bazar,SARIMA+LSTM,29.001640788068052,27.083097687442127,30.305021759820413,29.01071041097032,27.521564344747134,30.499856477193504,28.49,-0.5116407880680534,28.84
2024-01-01,Faridpur,SARIMA+SVR,25.09609459168224,23.096779014897653,26.897006951733605,25.03865877533772,23.263251051151656,26.814066499523776,22.91,-2.1860945916822416,24.64
2024-02-01,Faridpur,SARIMA+SVR,28.789564506289672,26.790248929505083,30.590476866341035,28.82236610781432,26.984702560879377,30.660029654749263,28.44,-0.3495645062896706,29.56
2024-03-01,Faridpur,SARIMA+SVR,33.46525953457716,31.465943957792568,35.26617189462852,33.34398988519432,31.501963996627296,35.18601577376134,32.11,-1.3552595345771579,32.53
2024-04-01,Faridpur,SARIMA+SVR,35.1855354821402,33.18621990535561,36.98644784219156,35.10963246614081,33.26729566176975,36.95196927051187,37.89,2.7044645178597975,36.71
2024-05-01,Faridpur,SARIMA+SVR,34.45407109638256,32.45475551959797,36.25498345643392,34.427507808759145,32.585148818446285,36.269866799072005,35.15,0.6959289036174354,34.61
2024-06-01,Faridpur,SARIMA+SVR,33.637346522535154,31.638030945750565,35.43825888258652,33.52643462599046,31.68407405242818,35.36879519955274,35.09,1.4526534774648496,33.87
2024-07-01,Faridpur,SARIMA+SVR,32.909785485711254,30.910469908926665,34.71069784576262,32.78534876733838,30.94298808079363,34.62770945388313,33.79,0.8802145142887454,34.42
2024-08-01,Faridpur,SARIMA+SVR,32.98537473374307,30.986059156958483,34.786287093794435,32.85222245510845,31.009861760546222,34.69458314967068,32.81,-0.17537473374306956,33.2
2024-09-01,Faridpur,SARIMA+SVR,33.22894295149176,31.22962737470717,35.02985531154312,33.07231789312502,31.229957198625566,34.91467858762447,33.78,0.5510570485082411,33.57
2024-10-01,Faridpur,SARIMA+SVR,32.74557647626069,30.7462608994761,34.54648883631205,32.56706760162784,30.724706916030037,34.409428287225644,32.67,-0.07557647626068587,33.05
2024-11-01,Faridpur,SARIMA+SVR,30.398258360025903,28.398942783241317,32.19917072007726,30.25962291617753,28.417262355889623,32.101983476465435,31.0,0.6017416399740974,31.09
2024-12-01,Faridpur,SARIMA+SVR,26.37713066659764,24.377815089813048,28.178043026649,26.301210048261986,24.4588512439645,28.143568852559465,26.88,0.5028693334023586,26.69
2025-01-01,Faridpur,SARIMA+SVR,24.994051038991216,22.994735462206627,26.79496339904258,24.95600458511208,23.110925329863232,26.80108384036092,25.3,0.30594896100878444,24.64
