station,model,date,forecast,lower95,upper95,sarima_forecast,sarima_lower95,sarima_upper95
Khulna,SARIMA+SVR,2027-08-01,32.88654083617057,31.204690971038424,34.72306881376781,32.81294350339343,31.083306765918998,34.542580240867856
Khulna,SARIMA+SVR,2027-09-01,33.438129462471416,31.756279597339272,35.27465744006866,33.37512252413406,31.645336825864103,35.10490822240402
Khulna,SARIMA+SVR,2027-10-01,32.92818855205125,31.24633868691911,34.764716529648496,32.8972056774509,31.167296939739384,34.62711441516241
Khulna,SARIMA+SVR,2027-11-01,30.48396358137488,28.802113716242737,32.32049155897212,30.50112106275312,28.771110693552465,32.23113143195378
Khulna,SARIMA+SVR,2027-12-01,26.403214540087376,24.721364674955232,28.23974251768462,26.46021860864459,24.730124320596346,28.19031289669283
Khulna,SARIMA+SVR,2028-01-01,25.118718160480174,23.43686829534803,26.955246138077417,25.169667542759395,23.43103371370419,26.908301371814602
Khulna,SARIMA+SVR,2028-02-01,29.042907983892842,27.3610581187607,30.879435961490085,29.079628962220298,27.34005459511825,30.819203329322345
Khulna,SARIMA+SVR,2028-03-01,33.210919068287716,31.529069203155572,35.04744704588496,33.23118054645569,31.491355135106232,34.97100595780515
Khulna,SARIMA+SVR,2028-04-01,35.718654239182214,34.03680437405007,37.55518221677946,35.72771593523487,33.987754047758685,37.46767782271105
Khulna,SARIMA+SVR,2028-05-01,35.447990083304894,33.76614021817275,37.28451806090214,35.44292833130123,33.70286637509337,37.18299028750909
Khulna,SARIMA+SVR,2028-06-01,34.24471348179693,32.562863616664785,36.08124145939417,34.21629882738024,32.47615671325639,35.9564409415041
Khulna,SARIMA+SVR,2028-07-01,32.99135796528416,31.309508100152016,34.8278859428814,32.936165037189944,31.19595721651253,34.676372857867364
