date,station,origin,actual,LSTM,SARIMA+LSTM
2016-01-01,Dhaka,2014,24.87,24.929159699827437,24.55125239603681
2016-02-01,Dhaka,2014,29.8,27.89525223404169,28.387344586056667
2016-03-01,Dhaka,2014,33.11,32.42780768454075,32.60456905574674
2016-04-01,Dhaka,2014,35.14,35.06586518228055,34.26810847284072
2016-05-01,Dhaka,2014,33.68,34.99779479265213,33.747369631327494
2016-06-01,Dhaka,2014,33.93,33.817449442744255,32.849609489326575
2016-07-01,Dhaka,2014,32.23,33.071874502897266,32.16727060821622
2016-08-01,Dhaka,2014,33.28,32.967052020430565,32.1897192512762
2016-09-01,Dhaka,2014,32.87,33.07604401290417,32.34136724399283
2016-10-01,Dhaka,2014,33.07,32.47121132671833,31.90460093385735
2016-11-01,Dhaka,2014,29.6,30.37197234630585,29.750065536451885
2016-12-01,Dhaka,2014,27.76,27.416780108809476,25.96312119538233
2017-01-01,Dhaka,2014,26.37,25.68189782977104,24.55902507246332
2017-02-01,Dhaka,2014,29.57,27.46295201063156,28.40172860134055
2017-03-01,Dhaka,2014,30.48,31.38651887357235,32.623527899773
2017-04-01,Dhaka,2014,32.79,34.260672131776815,34.2905919421923
2017-05-01,Dhaka,2014,34.5,34.84254134476185,33.7718224527531
2017-06-01,Dhaka,2014,33.04,33.97175028622151,32.87374244236152
2017-07-01,Dhaka,2014,31.98,33.11426408231259,32.1905302292298
2017-08-01,Dhaka,2014,32.59,32.80928580403328,32.21239344154764
2017-09-01,Dhaka,2014,33.08,32.877361461520195,32.363272804674466
2017-10-01,Dhaka,2014,31.99,32.51693107068539,31.926065553322125
2017-11-01,Dhaka,2014,30.19,30.8989557415247,29.77084738980135
2017-12-01,Dhaka,2014,26.76,28.298975203037266,25.98326605668076
2018-01-01,Dhaka,2017,23.6,25.764298550486565,25.112420768183476
2018-02-01,Dhaka,2017,29.22,28.77671026706696,28.85158386447266
2018-03-01,Dhaka,2017,33.32,32.250891924500465,32.658481883700865
2018-04-01,Dhaka,2017,33.03,33.77148562133313,34.36896931224179
2018-05-01,Dhaka,2017,32.33,33.60510996818543,34.08143124848221
2018-06-01,Dhaka,2017,33.54,32.75853613317013,33.14684241788602
2018-07-01,Dhaka,2017,32.79,32.10016795694828,32.32421575509649
2018-08-01,Dhaka,2017,33.8,32.0089655226469,32.54872498315738
2018-09-01,Dhaka,2017,34.13,32.10860794425011,32.67188564198525
2018-10-01,Dhaka,2017,31.99,31.62319322049618,32.22240078060165
2018-11-01,Dhaka,2017,30.29,29.74160547196865,30.01141938424316
2018-12-01,Dhaka,2017,26.14,26.85650604277849,26.39556679292448
2019-01-01,Dhaka,2017,27.17,25.812434485554697,25.02384550586241
2019-02-01,Dhaka,2017,28.35,29.16365817964077,28.826097566942583
2019-03-01,Dhaka,2017,31.51,32.69362997055054,32.65671796001871
2019-04-01,Dhaka,2017,33.68,33.80248872458935,34.31231678973133
2019-05-01,Dhaka,2017,34.59,33.32197749912739,34.01691912702061
2019-06-01,Dhaka,2017,33.58,32.51698374927044,33.12470343326036
2019-07-01,Dhaka,2017,32.97,32.01451960146427,32.30627612672593
2019-08-01,Dhaka,2017,33.75,31.948297352194786,32.52757741068152
2019-09-01,Dhaka,2017,33.34,31.95880672991276,32.65922333617035
2019-10-01,Dhaka,2017,32.06,31.378699615597725,32.22292583873465
2019-11-01,Dhaka,2017,30.32,29.38680115401745,30.003132495319512
2019-12-01,Dhaka,2017,24.76,26.66370725035668,26.39466619913251
2020-01-01,Dhaka,2017,24.02,26.06514814466238,25.03150571020669
2020-02-01,Dhaka,2017,27.45,29.654461044669155,28.832058326146512
2020-03-01,Dhaka,2017,32.29,32.94431418716908,32.661413167232816
2020-04-01,Dhaka,2017,33.83,33.74895235657692,34.31646512828129
2020-05-01,Dhaka,2017,33.39,33.14977296054364,34.02254925301393
2020-06-01,Dhaka,2017,33.38,32.37594210565091,33.132178270883145
2020-07-01,Dhaka,2017,33.02,31.957937533259397,32.314624652033785
2020-08-01,Dhaka,2017,32.94,31.934270800948145,32.53680149741001
2020-09-01,Dhaka,2017,33.54,31.89838263690472,32.66943844802849
2020-10-01,Dhaka,2017,33.16,31.18573269069195,32.2339239267247
2020-11-01,Dhaka,2017,30.77,29.057272460162643,30.014613361065084
2020-12-01,Dhaka,2017,25.97,26.455895500183107,26.40686763885613
2021-01-01,Dhaka,2020,25.58,23.366867610514166,25.095602240205583
2021-02-01,Dhaka,2020,29.53,26.641196812987328,28.825220299317547
2021-03-01,Dhaka,2020,34.47,31.273616374135017,32.71760684083203
2021-04-01,Dhaka,2020,36.13,34.22833099246025,34.2598785707396
2021-05-01,Dhaka,2020,34.97,34.492518486380575,34.02477984725415
2021-06-01,Dhaka,2020,32.5,33.57489177584648,33.35420647477047
2021-07-01,Dhaka,2020,32.84,32.770224633216856,32.577941908319
2021-08-01,Dhaka,2020,33.23,32.549434635639194,32.856902514775406
2021-09-01,Dhaka,2020,33.89,32.74161489367485,33.00232529458103
2021-10-01,Dhaka,2020,33.53,32.59461442410946,32.36496100566478
2021-11-01,Dhaka,2020,30.0,30.70689664423466,30.186178827385977
2021-12-01,Dhaka,2020,26.51,27.086236035227778,26.27153356361869
2022-01-01,Dhaka,2020,25.15,23.81632217615843,25.079082384628045
2022-02-01,Dhaka,2020,27.15,26.231596230864525,28.78752715358108
2022-03-01,Dhaka,2020,33.92,30.878232864141467,32.65793414581706
2022-04-01,Dhaka,2020,34.1,34.051859488487246,34.20889772302394
2022-05-01,Dhaka,2020,33.5,34.48251570105553,33.97449126330387
2022-06-01,Dhaka,2020,33.37,33.50248857259751,33.298408493792024
2022-07-01,Dhaka,2020,34.27,32.685125890970234,32.53509447530419
2022-08-01,Dhaka,2020,34.21,32.519674746990205,32.829768672654055
2022-09-01,Dhaka,2020,33.21,32.70623946785927,32.975063276457284
2022-10-01,Dhaka,2020,32.72,32.58524378180504,32.350682149764225
2022-11-01,Dhaka,2020,31.04,31.00243492007256,30.18581856023837
2022-12-01,Dhaka,2020,27.41,27.58848859071732,26.275000986695144
2023-01-01,Dhaka,2020,25.08,24.176013091355564,25.06598750656583
2023-02-01,Dhaka,2020,29.32,25.77585754901171,28.77657023723038
2023-03-01,Dhaka,2020,32.35,30.42831560492516,32.64950597366632
2023-04-01,Dhaka,2020,36.36,33.79757820248604,34.20328530666651
2023-05-01,Dhaka,2020,35.44,34.46851900100708,33.97122713950857
2023-06-01,Dhaka,2020,34.2,33.560824837684635,33.297283125682426
2023-07-01,Dhaka,2020,34.41,32.70442644655705,32.536066859416806
2023-08-01,Dhaka,2020,32.73,32.48841878652573,32.83238915801979
2023-09-01,Dhaka,2020,34.03,32.66571032047272,32.97890273262519
2023-10-01,Dhaka,2020,32.81,32.613545351624495,32.35573374629806
2023-11-01,Dhaka,2020,30.92,31.295141721963883,30.191770815063723
2023-12-01,Dhaka,2020,26.74,28.016675933599476,26.28157065360968
2012-01-01,Chittagong,2011,25.37,25.6465427403152,24.74316357401524
2012-02-01,Chittagong,2011,29.55,28.47765469968319,27.707793454370428
2012-03-01,Chittagong,2011,30.28,30.52692938566208,30.226508936831813
2012-04-01,Chittagong,2011,31.31,31.47710696578026,31.1989496785452
2012-05-01,Chittagong,2011,32.32,31.314216513633728,31.54123583498956
2012-06-01,Chittagong,2011,31.09,30.697993839979173,30.718592668618736
2012-07-01,Chittagong,2011,30.14,30.72451731085777,30.161015982699247
2012-08-01,Chittagong,2011,31.11,30.980843604803084,30.495675714545776
2012-09-01,Chittagong,2011,31.24,31.20506836295128,30.953066594567435
2012-10-01,Chittagong,2011,31.15,30.751357544660568,31.134451198730865
2012-11-01,Chittagong,2011,28.76,28.60406561613083,29.485987908075856
2012-12-01,Chittagong,2011,24.73,26.08914265155792,26.68977825931403
2013-01-01,Chittagong,2011,25.0,26.09477224469185,25.54459871121297
2013-02-01,Chittagong,2011,29.28,28.48791532337665,28.17979532543577
2013-03-01,Chittagong,2011,31.13,30.553898168802263,30.622181070904738
2013-04-01,Chittagong,2011,31.94,31.532259513139724,31.55672128422436
2013-05-01,Chittagong,2011,30.35,31.36853376150131,31.88121474425387
2013-06-01,Chittagong,2011,31.72,30.79224708199501,31.048248039507904
2013-07-01,Chittagong,2011,31.33,30.752362073659896,30.479840246990403
2013-08-01,Chittagong,2011,30.25,31.07606666207313,30.830909296003448
2013-09-01,Chittagong,2011,31.29,31.29484570145607,31.263290594184003
2013-10-01,Chittagong,2011,29.93,30.74631103396416,31.42799573348107
2013-11-01,Chittagong,2011,28.72,28.769755677580832,29.77266114920925
2013-12-01,Chittagong,2011,26.02,26.58437314301729,26.950655361721992
2014-01-01,Chittagong,2011,25.46,26.439264264404773,25.76976625928823
2014-02-01,Chittagong,2011,27.8,28.564459944963456,28.39971618909133
2014-03-01,Chittagong,2011,30.66,30.55775139451027,30.83518518705929
2014-04-01,Chittagong,2011,33.26,31.539240230321884,31.761271068627103
2014-05-01,Chittagong,2011,32.42,31.447812361717222,32.07703209407393
2014-06-01,Chittagong,2011,31.16,30.90813241124153,31.23535003536383
2014-07-01,Chittagong,2011,31.19,30.819837458133694,30.658378434056992
2014-08-01,Chittagong,2011,30.33,31.125100911855696,31.001177104648374
2014-09-01,Chittagong,2011,30.94,31.333047635555268,31.425069307237685
2014-10-01,Chittagong,2011,31.14,30.804676772356032,31.582056657259084
2014-11-01,Chittagong,2011,30.63,28.972840849757198,29.91952665611237
2014-12-01,Chittagong,2011,27.76,26.93413338035345,27.09061342481261
2015-01-01,Chittagong,2014,26.56,26.09706687748432,26.203720566627332
2015-02-01,Chittagong,2014,28.91,27.97404721200466,28.81228970863589
2015-03-01,Chittagong,2014,32.52,30.594501860141754,31.064332858289504
2015-04-01,Chittagong,2014,32.26,32.10727480173111,32.070982468571145
2015-05-01,Chittagong,2014,33.67,32.231363422870636,32.162107779257816
2015-06-01,Chittagong,2014,32.49,31.48338744163513,31.408016565195666
2015-07-01,Chittagong,2014,30.73,31.147697932720185,30.859686871844097
2015-08-01,Chittagong,2014,32.04,31.14472014427185,31.033287664344382
2015-09-01,Chittagong,2014,32.91,31.498920757770538,31.499154167762363
2015-10-01,Chittagong,2014,31.74,31.574340708255768,31.534934782000164
2015-11-01,Chittagong,2014,30.09,30.276254923343657,29.931178855292472
2015-12-01,Chittagong,2014,26.47,27.393631224036216,26.997003500169125
2016-01-01,Chittagong,2014,25.6,25.981273756623267,25.905701691411863
2016-02-01,Chittagong,2014,29.38,27.91992577135563,28.685941529567252
2016-03-01,Chittagong,2014,32.38,30.552761836051943,30.97713090918914
2016-04-01,Chittagong,2014,32.67,32.05842496871948,32.00313180804214
2016-05-01,Chittagong,2014,32.99,32.28579132080078,32.13023878235557
2016-06-01,Chittagong,2014,33.03,31.532810051441192,31.37200883372114
2016-07-01,Chittagong,2014,31.29,31.083642394542693,30.81748900429041
2016-08-01,Chittagong,2014,31.93,31.1992196393013,31.002903166239363
2016-09-01,Chittagong,2014,32.81,31.560192687511446,31.453522821269015
2016-10-01,Chittagong,2014,32.65,31.62766752958298,31.489130060146287
2016-11-01,Chittagong,2014,29.48,30.000547511577608,29.888451565614417
2016-12-01,Chittagong,2014,28.64,27.160790677070615,26.978644660430554
2017-01-01,Chittagong,2014,27.47,25.86606846421957,25.900267779170118
2017-02-01,Chittagong,2014,30.05,27.889666504859925,28.68094131972111
2017-03-01,Chittagong,2014,30.26,30.53883294582367,30.97357242165362
2017-04-01,Chittagong,2014,31.87,32.05720781803131,32.001847250630085
2017-05-01,Chittagong,2014,33.71,32.28350021362305,32.13138121295509
2017-06-01,Chittagong,2014,32.46,31.504729886054992,31.37504026554806
2017-07-01,Chittagong,2014,31.36,31.044217343330384,30.822593949549262
2017-08-01,Chittagong,2014,32.52,31.18335003376007,31.010184147711335
2017-09-01,Chittagong,2014,32.09,31.545284218788147,31.46266103492077
2017-10-01,Chittagong,2014,31.68,31.575330049991607,31.500350327235058
2017-11-01,Chittagong,2014,30.91,29.76595419168472,29.901609833583894
2017-12-01,Chittagong,2014,27.8,26.97878786742687,26.993538937855135
2018-01-01,Chittagong,2017,25.02,27.394083858728408,26.698126426793003
2018-02-01,Chittagong,2017,28.79,29.404615564346315,29.400044485574455
2018-03-01,Chittagong,2017,31.66,31.018542732000352,31.687235138415176
2018-04-01,Chittagong,2017,32.94,32.10328706026077,32.681756979402174
2018-05-01,Chittagong,2017,32.82,32.328129072189334,33.02864785938094
2018-06-01,Chittagong,2017,32.15,31.742668743133546,32.21149668673566
2018-07-01,Chittagong,2017,31.97,31.227017755508424,31.480235640773348
2018-08-01,Chittagong,2017,32.84,31.389713485240936,31.83333799957268
2018-09-01,Chittagong,2017,33.01,31.60683657050133,32.24737177134723
2018-10-01,Chittagong,2017,30.5,31.489895726442338,32.18422367662547
2018-11-01,Chittagong,2017,30.46,30.229389197826386,30.530881226961032
2018-12-01,Chittagong,2017,26.78,27.972638322114943,27.683366327073898
2019-01-01,Chittagong,2017,27.39,27.33185431778431,26.630494419780987
2019-02-01,Chittagong,2017,28.9,29.27132020711899,29.367304297553083
2019-03-01,Chittagong,2017,31.03,31.10535204529762,31.668186223098584
2019-04-01,Chittagong,2017,33.21,32.07558657646179,32.616950801830924
2019-05-01,Chittagong,2017,33.78,32.0800613951683,32.96167006928777
2019-06-01,Chittagong,2017,33.28,31.517725301980974,32.1763855222622
2019-07-01,Chittagong,2017,31.47,31.14524844408035,31.446151987925923
2019-08-01,Chittagong,2017,32.67,31.254001725912094,31.794503428875416
2019-09-01,Chittagong,2017,32.48,31.505381853580474,32.22945353696556
2019-10-01,Chittagong,2017,32.36,31.33410260796547,32.15381921469692
2019-11-01,Chittagong,2017,30.65,29.916950846910478,30.489335861770297
2019-12-01,Chittagong,2017,26.81,27.911123124957083,27.65947881049119
2020-01-01,Chittagong,2017,25.33,27.307509676814078,26.606164904674564
2020-02-01,Chittagong,2017,27.22,29.260659832954406,29.343893640989712
2020-03-01,Chittagong,2017,31.76,31.12430737733841,31.6455513157949
2020-04-01,Chittagong,2017,32.71,32.057819647789,32.59507059719779
2020-05-01,Chittagong,2017,33.19,32.002437121868134,32.941844318880975
2020-06-01,Chittagong,2017,32.62,31.437708492279054,32.15856874355548
2020-07-01,Chittagong,2017,32.03,31.124112654924392,31.429454872223374
2020-08-01,Chittagong,2017,31.93,31.255672867298127,31.77893880124086
2020-09-01,Chittagong,2017,32.83,31.495879508256913,32.21516300463907
2020-10-01,Chittagong,2017,33.06,31.247072536945343,32.140276457538974
2020-11-01,Chittagong,2017,31.09,29.738657797574994,30.476917871414702
2020-12-01,Chittagong,2017,27.36,27.816356770396233,27.64845428217
2021-01-01,Chittagong,2020,27.24,25.50557754382491,26.58765681650004
2021-02-01,Chittagong,2020,28.89,27.755084027051925,29.3070039893958
2021-03-01,Chittagong,2020,32.97,30.811365677118303,31.816076969838292
2021-04-01,Chittagong,2020,33.7,32.38720481514931,32.82549343692649
2021-05-01,Chittagong,2020,33.78,32.74812145352364,33.16633397591302
2021-06-01,Chittagong,2020,31.63,32.14287103533745,32.392375852212
2021-07-01,Chittagong,2020,31.92,31.487592686414718,31.646379138320864
2021-08-01,Chittagong,2020,31.7,31.453492398262025,32.020464784117344
2021-09-01,Chittagong,2020,33.0,31.910597569942475,32.43701376123617
2021-10-01,Chittagong,2020,33.22,32.204262293577194,32.254210891884746
2021-11-01,Chittagong,2020,31.52,30.678753204345703,30.621391112229446
2021-12-01,Chittagong,2020,27.69,27.519346780776978,27.655748740750774
2022-01-01,Chittagong,2020,26.02,25.658779538869858,26.61327315530562
2022-02-01,Chittagong,2020,27.93,27.82912736058235,29.24310732124594
2022-03-01,Chittagong,2020,32.44,30.674603284597396,31.6987802286531
2022-04-01,Chittagong,2020,33.12,32.24700521945953,32.73055736461084
2022-05-01,Chittagong,2020,33.15,32.55314682245255,33.07538364910238
2022-06-01,Chittagong,2020,32.14,31.89542603611946,32.30994999845458
2022-07-01,Chittagong,2020,33.25,31.305153514146806,31.575168615132256
2022-08-01,Chittagong,2020,33.27,31.373662717342377,31.96075410470845
2022-09-01,Chittagong,2020,32.55,31.803905416727066,32.3746060485318
2022-10-01,Chittagong,2020,32.82,31.996600873470307,32.20535897249131
2022-11-01,Chittagong,2020,31.47,30.45245158791542,30.589604904776095
2022-12-01,Chittagong,2020,28.5,27.451868955492973,27.626708868723636
2023-01-01,Chittagong,2020,27.1,25.705074996203184,26.571654596145514
2023-02-01,Chittagong,2020,28.91,27.87138429403305,29.204558130750222
2023-03-01,Chittagong,2020,32.1,30.65826829791069,31.66385974036181
2023-04-01,Chittagong,2020,34.13,32.20963966965675,32.69981262305308
2023-05-01,Chittagong,2020,33.24,32.480085237026216,33.04784878195212
2023-06-01,Chittagong,2020,32.88,31.797573412656785,32.285327109555105
2023-07-01,Chittagong,2020,33.69,31.240838165283204,31.553125402418974
2023-08-01,Chittagong,2020,31.26,31.35092901110649,31.940950934528626
2023-09-01,Chittagong,2020,33.1,31.7763980281353,32.356741398633886
2023-10-01,Chittagong,2020,32.26,31.915716220140457,32.18948324577811
2023-11-01,Chittagong,2020,31.21,30.28000129580498,30.575376016448278
2023-12-01,Chittagong,2020,28.1,27.348628379106522,27.613746534118498
2012-01-01,Barisal,2011,24.65,25.210937954187393,25.675806615069664
2012-02-01,Barisal,2011,29.61,28.93585165500641,28.90800666861331
2012-03-01,Barisal,2011,33.27,32.467332549095154,32.69625034066606
2012-04-01,Barisal,2011,33.77,34.11907232284546,33.935510464345235
2012-05-01,Barisal,2011,34.61,33.6490313243866,33.80512521221163
2012-06-01,Barisal,2011,33.33,32.35757019042969,32.41931875655639
2012-07-01,Barisal,2011,31.94,31.62183325767517,31.55526357892282
2012-08-01,Barisal,2011,32.09,31.552317781448366,31.75414916653366
2012-09-01,Barisal,2011,31.82,31.968821489810946,32.083749765015526
2012-10-01,Barisal,2011,32.05,32.0840148305893,32.17932849584751
2012-11-01,Barisal,2011,29.16,30.00009560585022,30.239891848117523
2012-12-01,Barisal,2011,25.2,26.83178059220314,27.063421731462043
2013-01-01,Barisal,2011,24.81,25.53884265124798,25.945484507108652
2013-02-01,Barisal,2011,29.04,28.976983629465103,29.093904714686726
2013-03-01,Barisal,2011,33.15,32.50510377407074,32.86371206251256
2013-04-01,Barisal,2011,34.05,34.143835740089415,34.07310485656963
2013-05-01,Barisal,2011,31.39,33.606111717224124,33.91628115657635
2013-06-01,Barisal,2011,32.85,32.34899639606476,32.52973463412354
2013-07-01,Barisal,2011,31.3,31.64302140951157,31.659625626209202
2013-08-01,Barisal,2011,31.42,31.70364627838135,31.861547870270478
2013-09-01,Barisal,2011,32.06,32.08025549888611,32.16768889946558
2013-10-01,Barisal,2011,30.82,32.04475875854492,32.25686590576264
2013-11-01,Barisal,2011,30.04,30.00247546672821,30.33992971803831
2013-12-01,Barisal,2011,26.82,27.01681853890419,27.15867205085363
2014-01-01,Barisal,2011,24.54,25.688416017889978,26.011910161762458
2014-02-01,Barisal,2011,27.35,28.969815307855605,29.159509340554106
2014-03-01,Barisal,2011,32.43,32.47088523387909,32.92832060624309
2014-04-01,Barisal,2011,36.18,34.121761469841005,34.135732805972566
2014-05-01,Barisal,2011,34.74,33.61050809621811,33.97685461629055
2014-06-01,Barisal,2011,32.99,32.376310739517216,32.58840557038114
2014-07-01,Barisal,2011,31.91,31.666130967140198,31.716098687510158
2014-08-01,Barisal,2011,31.64,31.72002338886261,31.91583717019381
2014-09-01,Barisal,2011,32.38,32.08617162227631,32.21967792040808
2014-10-01,Barisal,2011,32.03,32.04115954399109,32.30714414057574
2014-11-01,Barisal,2011,30.3,30.047137887477874,30.388614733503566
2014-12-01,Barisal,2011,25.92,27.09616137623787,27.205214591629062
2015-01-01,Barisal,2014,25.68,24.84787119306624,25.391345814215637
2015-02-01,Barisal,2014,29.14,28.123156143426893,28.84190080158715
2015-03-01,Barisal,2014,32.43,32.60231468975544,32.73719957735912
2015-04-01,Barisal,2014,33.08,35.129848356843,34.04357388871496
2015-05-01,Barisal,2014,34.73,34.645172060132026,33.691665098453136
2015-06-01,Barisal,2014,32.4,32.96371879339218,32.430004760254874
2015-07-01,Barisal,2014,30.92,31.90189245045185,31.46530522723409
2015-08-01,Barisal,2014,31.71,31.778727056384085,31.635250717445142
2015-09-01,Barisal,2014,32.42,32.136278180480005,31.937577215317415
2015-10-01,Barisal,2014,31.77,31.901003703475,31.924677415548917
2015-11-01,Barisal,2014,30.02,29.86232120335102,30.02927190203402
2015-12-01,Barisal,2014,26.38,26.359417976438998,26.717102519189844
2016-01-01,Barisal,2014,25.77,25.294291320145128,25.513770903185314
2016-02-01,Barisal,2014,30.17,28.490764298439025,28.857567692558774
2016-03-01,Barisal,2014,33.32,32.548276633024216,32.690329824025056
2016-04-01,Barisal,2014,34.7,34.7646166664362,33.99196640889536
2016-05-01,Barisal,2014,34.09,34.4366361707449,33.69040108124272
2016-06-01,Barisal,2014,33.04,32.86122684895992,32.435840464577204
2016-07-01,Barisal,2014,31.57,31.86431787133217,31.470825275282298
2016-08-01,Barisal,2014,32.05,31.797715620994566,31.642871836521707
2016-09-01,Barisal,2014,32.61,32.118061854839326,31.94018061174545
2016-10-01,Barisal,2014,32.32,31.833302095532417,31.936196446909072
2016-11-01,Barisal,2014,29.55,29.79873098373413,30.0397803031853
2016-12-01,Barisal,2014,27.52,26.64260823845863,26.73224121733915
2017-01-01,Barisal,2014,26.58,25.630746279656886,25.50986538802022
2017-02-01,Barisal,2014,29.92,28.588284861147404,28.858876121000467
2017-03-01,Barisal,2014,30.9,32.37562894403934,32.69595919838016
2017-04-01,Barisal,2014,33.04,34.48912004053592,34.001298978433894
2017-05-01,Barisal,2014,34.92,34.257357234358786,33.702325996276805
2017-06-01,Barisal,2014,32.99,32.785955207943914,32.44867229379193
2017-07-01,Barisal,2014,31.34,31.807112439870835,31.484247347440704
2017-08-01,Barisal,2014,32.54,31.723487324118615,31.656853562814355
2017-09-01,Barisal,2014,32.66,32.02721174895763,31.954675608731996
2017-10-01,Barisal,2014,31.62,31.74848874747753,31.951317946850054
2017-11-01,Barisal,2014,30.44,29.809956455528734,30.055338562340143
2017-12-01,Barisal,2014,27.01,26.848650408387183,26.74827799518854
2018-01-01,Barisal,2017,24.89,25.95324809834361,25.828692541776338
2018-02-01,Barisal,2017,29.87,28.764076399207113,29.220136251360206
2018-03-01,Barisal,2017,33.16,31.927005900740625,32.80030312944895
2018-04-01,Barisal,2017,33.56,33.63212522983551,34.17756316729529
2018-05-01,Barisal,2017,32.87,33.747320281267164,34.106633923315286
2018-06-01,Barisal,2017,33.25,32.59576783597469,32.72837824378725
2018-07-01,Barisal,2017,31.89,31.512612312436104,31.659254595735273
2018-08-01,Barisal,2017,32.41,31.54838027060032,31.95433460950344
2018-09-01,Barisal,2017,33.55,31.914290097355842,32.26024642507231
2018-10-01,Barisal,2017,31.66,31.780016112923622,32.136393733056906
2018-11-01,Barisal,2017,30.33,30.08520848929882,30.258512461440038
2018-12-01,Barisal,2017,26.05,26.95273014783859,26.98945992763195
2019-01-01,Barisal,2017,27.05,25.58371830806136,25.829286359718136
2019-02-01,Barisal,2017,28.88,28.491337502896783,29.24087420984268
2019-03-01,Barisal,2017,31.91,32.00707229435444,32.83125559732122
2019-04-01,Barisal,2017,33.79,33.68618195772171,34.15549607776689
2019-05-01,Barisal,2017,34.89,33.575661416649815,34.074401142243204
2019-06-01,Barisal,2017,34.04,32.3805446857214,32.73174559996861
2019-07-01,Barisal,2017,32.32,31.41466343343258,31.667077244023886
2019-08-01,Barisal,2017,32.71,31.358665652275086,31.952947078542817
2019-09-01,Barisal,2017,32.31,31.763911121487617,32.276004185810415
2019-10-01,Barisal,2017,32.17,31.70767659008503,32.15747755715161
2019-11-01,Barisal,2017,30.29,29.903977296948433,30.2629978540427
2019-12-01,Barisal,2017,25.83,26.80157482534647,27.00227712982074
2020-01-01,Barisal,2017,24.82,25.41653025150299,25.842471186375047
2020-02-01,Barisal,2017,27.9,28.435731815993783,29.25431510951301
2020-03-01,Barisal,2017,32.57,32.01764016807079,32.84480003715095
2020-04-01,Barisal,2017,33.67,33.689265685677526,34.16912663305412
2020-05-01,Barisal,2017,33.63,33.51624009251594,34.089415064092144
2020-06-01,Barisal,2017,32.67,32.26787621498108,32.748213311082296
2020-07-01,Barisal,2017,32.64,31.34382507145405,31.684047976470428
2020-08-01,Barisal,2017,32.18,31.326014283299443,31.970332790419626
2020-09-01,Barisal,2017,33.11,31.737163571715357,32.294021778649736
2020-10-01,Barisal,2017,32.84,31.656944074630736,32.175718802024804
2020-11-01,Barisal,2017,30.59,29.777777840197086,30.281385954009828
2020-12-01,Barisal,2017,26.69,26.675339333266017,27.021219409814396
2021-01-01,Barisal,2020,26.61,24.810256377607583,25.83160759701375
2021-02-01,Barisal,2020,29.59,27.875943329930305,29.278196128368478
2021-03-01,Barisal,2020,34.05,31.91693318605423,32.90535941011101
2021-04-01,Barisal,2020,35.41,33.89307329177856,34.19742805754544
2021-05-01,Barisal,2020,34.79,34.15666444242001,34.17155556556017
2021-06-01,Barisal,2020,31.94,33.12569778442383,32.98408084064491
2021-07-01,Barisal,2020,32.56,32.154179337024686,31.914780932820012
2021-08-01,Barisal,2020,32.54,31.768781305551528,32.15222488043138
2021-09-01,Barisal,2020,32.77,32.09679018139839,32.51631477813152
2021-10-01,Barisal,2020,33.42,32.25073609471321,32.261696055596204
2021-11-01,Barisal,2020,30.53,30.699101874828337,30.36844236113782
2021-12-01,Barisal,2020,26.78,27.080517026185987,26.931316435042135
2022-01-01,Barisal,2020,25.33,25.02717449530959,25.87390896049685
2022-02-01,Barisal,2020,27.91,27.828761321306228,29.279087515837524
2022-03-01,Barisal,2020,33.52,31.79357809305191,32.8725932824179
2022-04-01,Barisal,2020,33.88,33.8109538179636,34.16704140647233
2022-05-01,Barisal,2020,33.69,34.07918587088585,34.13498918108736
2022-06-01,Barisal,2020,33.1,32.983586395978925,32.943221368039474
2022-07-01,Barisal,2020,33.18,31.917095998525618,31.876296625408074
2022-08-01,Barisal,2020,32.91,31.657092697024346,32.138178887080585
2022-09-01,Barisal,2020,32.85,31.996938338279726,32.500223548251924
2022-10-01,Barisal,2020,32.41,32.13076122760773,32.2598820423943
2022-11-01,Barisal,2020,30.91,30.75104950904846,30.375484419780857
2022-12-01,Barisal,2020,27.94,27.162146942317484,26.937392801311194
2023-01-01,Barisal,2020,26.33,25.079027093350888,25.871196863353138
2023-02-01,Barisal,2020,29.94,27.710192765593526,29.2773353527367
2023-03-01,Barisal,2020,32.53,31.67752566218376,32.87256199972384
2023-04-01,Barisal,2020,35.42,33.74562344670296,34.1692590637112
2023-05-01,Barisal,2020,34.61,34.03331681787968,34.13914721783723
2023-06-01,Barisal,2020,33.53,32.9207221108675,32.949269747244834
2023-07-01,Barisal,2020,33.4,31.835149046182632,31.884158089696296
2023-08-01,Barisal,2020,31.83,31.603482583165167,32.147646975933576
2023-09-01,Barisal,2020,32.87,31.950246260762214,32.5106608708394
2023-10-01,Barisal,2020,32.45,32.091312811374664,32.271335333702226
2023-11-01,Barisal,2020,30.68,30.79266079187393,30.387632623481046
2023-12-01,Barisal,2020,27.27,27.20816685825586,26.95008134302336
2012-01-01,Bogra,2011,23.95,22.68628724709153,23.624493378762132
2012-02-01,Bogra,2011,28.06,26.861890567839144,27.773997888191502
2012-03-01,Bogra,2011,32.6,31.219783219099043,31.418705125174405
2012-04-01,Bogra,2011,33.43,33.958620662689206,33.494907121975416
2012-05-01,Bogra,2011,35.16,33.97913348197937,33.79679154937684
2012-06-01,Bogra,2011,33.44,32.68314562559128,33.14488459671642
2012-07-01,Bogra,2011,32.86,32.14999331951141,32.593487667708146
2012-08-01,Bogra,2011,33.27,32.09607678174972,32.726885886194765
